SMILES	FunctionalGroups
CC/C=C/CCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC/C=C/CCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC/C=C/CCOC(CC)OC	Methoxy
CC/C=C/CCOCC=O	Carbonyl
CC/C=C\C/C=C/CCOC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CC/C=C\C/C=C\C/C=C\CCCCCCC=O	Carbonyl
CC/C=C\C/C=C\CC=O	Carbonyl
CC/C=C\C=C/C=C\C=O	Carbonyl
CC/C=C\C=C\C(=O)C	Aldehyde, Acetyl, Carbonyl
CC/C=C\CC(=O)OC	Ester, Methoxy, Carbonyl
CC/C=C\CC(C)OC(=O)C1=CC=CC=C1O	Ester, Alcohol, Carbonyl
CC/C=C\CC(OCC)OCC	Ethoxy
CC/C=C\CCC1(CCC(=O)O1)C	Ester, Carbonyl
CC/C=C\CCCC(=O)OC	Ester, Methoxy, Carbonyl
CC/C=C\CCCCCCC=O	Carbonyl
CC/C=C\CCCCCOC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CC/C=C\CCCCOC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CC/C=C\CCCCOC(=O)CC	Ester, Carbonyl
CC/C=C\CCOC	Methoxy
CC/C=C\CCOC(=O)/C(=C/CC)/C	Ester, Carbonyl
CC/C=C\CCOC(=O)/C(=C\C)/C	Ester, Carbonyl
CC/C=C\CCOC(=O)C1CC1	Ester, Cyclopropyl, Carbonyl
CC/C=C\CCOC(=O)CC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CC/C=C\CCOCC(=C)C	NO_MATCH
CC/C=C\CCOCCC#N	Nitrile
CC[C@@]1([C@](O1)(C)C2=CC=CC=C2)C(=O)OCC	Ester, Ethoxy, Carbonyl
CC[C@@H](C)C(=O)/C=C/C	Carbonyl
CC[C@@H](C)C(=O)O	Carboxylic Acid, Alcohol, Carbonyl
CC[C@@H](C)C(=O)OC	Ester, Methoxy, Carbonyl
CC[C@@H](C)C=O	Carbonyl
CC[C@@H](C)O	Alcohol
CC[C@@H]1CCC(=O)O1	Ester, Carbonyl
CC[C@]1([C@@]2(CC[C@@H](C2)C1(C)C)C)O	Alcohol
CC[C@H](C)C(=O)/C=C/C	Carbonyl
CC[C@H](C)C(=O)OC	Ester, Methoxy, Carbonyl
CC[C@H](C)C(=O)OCC	Ester, Ethoxy, Carbonyl
CC[C@H](C)C=O	Carbonyl
CC[C@H](C)CCCO	Alcohol
CC[C@H](SC)C(=O)OC	Ester, Thioether, Methoxy, Carbonyl
CC[C@H]1CCC(=O)O1	Ester, Carbonyl
CC\1CC2C(C2(C)C)C/C1=C/CC#N	Nitrile
CC\C(C=O)=C/c1occc1	Carbonyl
CC\C(CO)=C/CC1CC=C(C)C1(C)C	Alcohol
CC\C=C(/C)C([O-])=O	Carboxylic Acid, Carbonyl
CC\C=C(/C)C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CC\C=C(/C)C=O	Carbonyl
CC\C=C(C=O)/c1ccccc1	Carbonyl
CC\C=C/C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CC\C=C/C/C=C/C=C/C=O	Carbonyl
CC\C=C/C[C@@H]1[C@H](CCC1=O)CC(=O)OC	Ester, Methoxy, Carbonyl
CC\C=C/C[C@@H]1[C@H](CCC1=O)CC(=O)OC	Ester, Methoxy, Carbonyl
CC\C=C/C\C=C/CCO	Alcohol
CC\C=C/C\C=C/CCO	Alcohol
CC\C=C/C=C/C=C	NO_MATCH
CC\C=C/CC(=O)C=C	Carbonyl
CC\C=C/CC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CC\C=C/CC(O)C=C	Alcohol
CC\C=C/CC(OC)OC	Methoxy
CC\C=C/CC\C=C\C#N	Nitrile
CC\C=C/CC\C=C\C=O	Carbonyl
CC\C=C/CC\C=C\COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC\C=C/CC=O	Carbonyl
CC\C=C/CC1=C(C)CCC1=O	Carbonyl
CC\C=C/CCC1CCC(=O)O1	Ester, Carbonyl
CC\C=C/CCCCC(OC)OC	Methoxy
CC\C=C/CCCCC=O	Carbonyl
CC\C=C/CCCCCC=O	Carbonyl
CC\C=C/CCCCCCC=O	Carbonyl
CC\C=C/CCCCCO	Alcohol
CC\C=C/CCCCO	Alcohol
CC\C=C/CCCO	Alcohol
CC\C=C/CCO	Alcohol
CC\C=C/CCOC(=O)C(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC\C=C/CCOC(=O)C(C)C	Ester, Carbonyl
CC\C=C/CCOC(=O)C(C)CC	Ester, Carbonyl
CC\C=C/CCOC(=O)C(C)CC	Ester, Carbonyl
CC\C=C/CCOC(=O)C(C)O	Ester, Alcohol, Carbonyl
CC\C=C/CCOC(=O)C\C=C/CC	Ester, Carbonyl
CC\C=C/CCOC(=O)c1ccccc1	Ester, Carbonyl
CC\C=C/CCOC(=O)c1ccccc1N	Ester, Carbonyl, Amine
CC\C=C/CCOC(=O)CC	Ester, Carbonyl
CC\C=C/CCOC(=O)CC(C)C	Ester, Carbonyl
CC\C=C/CCOC(=O)CC(C)C	Ester, Carbonyl
CC\C=C/CCOC(=O)Cc1ccccc1	Ester, Carbonyl
CC\C=C/CCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC\C=C/CCOC(C)OCC\C=C/CC	NO_MATCH
CC\C=C/CCOC=O	Ester, Carbonyl
CC\C=C/CO	Alcohol
CC\C=C\C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CC=C(C)CSC	Thioether
CC=C1CC2CC1C3C2OCCC3	NO_MATCH
CC=CC(=O)C1C(C=CCC1(C)C)C	Carbonyl
CC=O	Aldehyde, Acetyl, Carbonyl
CC1([C@@H]2C[C@H]1C(=C)[C@@H](C2)O)C	Alcohol
CC1([C@@H]2CCC(=C)[C@H]1C2)C	NO_MATCH
CC1([C@H]2CC[C@@]3(C2)[C@@H](C1=C)CCC3=O)C	Carbonyl
CC1([C@H]2CC=C([C@@H]1C2)C=O)C	Carbonyl
CC1(C(CC2C1(C2)C)CC3CC3(C)CO)C	Alcohol
CC1(C(O1)C(=O)OC)C2CC3CC2C=C3	Ester, Methoxy, Carbonyl
CC1(C)[C@@H]2CC(O)C(=C)[C@H]1C2	Alcohol
CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O	Alcohol
CC1(C)[C@@H]2CC[C@@](C)(C2)C1=O	Carbonyl
CC1(C)[C@@H]2CC[C@](C)(C2)[C@@]1(C)O	Alcohol
CC1(C)[C@@H]2CC[C@]1(C)[C@@H](C2)OC(=O)c3ccccc3O	Ester, Alcohol, Carbonyl
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2	Alcohol
CC1(C)[C@H]2CC[C@@]1(C)[C@H](O)C2	Alcohol
CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2	Carbonyl
CC1(C)[C@H]2CC[C@](C)(C2)C1=O	Carbonyl
CC1(C)[C@H]2CC[C@]1(C)[C@H](C2)OCCO	Alcohol
CC1(C)[C@H]2CC=C(CO)[C@@H]1C2	Alcohol
CC1(C)[C@H]2CCC(=C)[C@@H]1C2	NO_MATCH
CC1(C)C2CC(O)C(=C)C1C2	Alcohol
CC1(C)C2CC[C@]1(C)C(=O)C2	Carbonyl
CC1(C)C2CC=C(C=O)C1C2	Carbonyl
CC1(C)C2CC=C(CC=O)C1C2	Carbonyl
CC1(C)C2CC=C(CCC=O)C1C2	Carbonyl
CC1(C)C2CC=C(CCO)C1C2	Alcohol
CC1(C)C2CC=C(CO)C1C2	Alcohol
CC1(C)C2CCC(=C)C1C2	NO_MATCH
CC1(C)C2CCC(C)(C2)C1O	Alcohol
CC1(C)C2CCC(C)(S)C1C2	Thiol, Thione
CC1(C)C2CCC(C2)C1(C)O	Alcohol
CC1(C)C2CCC(C2)C1=C	NO_MATCH
CC1(C)C2CCC(C3CCC(O)CC3)C1(C)C2	Alcohol
CC1(C)C2CCC1(C)[C@@H](O)C2	Alcohol
CC1(C)C2CCC1(C)[C@H](C2)OC=O	Ester, Carbonyl
CC1(C)C2CCC1(C)C(=O)C2	Carbonyl
CC1(C)C2CCC1(C)C(C)(O)C2	Alcohol
CC1(C)C2CCC1(C)C(C2)C3CCC(O)CC3	Alcohol
CC1(C)C2CCC1(C)C(C2)OC(=O)c3ccccc3	Ester, Carbonyl
CC1(C)C2CCC1(C)C(O)C2	Alcohol
CC1(C)C2CCC1C(=C)C2	NO_MATCH
CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C	Carbonyl
CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C	Carbonyl
CC1(C)C2CCC3(CO3)C1C2	NO_MATCH
CC1(C)CC2C1CCC3(C)CCCC2(O)C3	Alcohol
CC1(C)CC2C1CCC3(C)OC3CCC2=C	NO_MATCH
CC1(C)CCC(CO)C23C4CC(CC124)C3(C)C	Alcohol
CC1(C)CCC(COC=O)C23C4CC(CC124)C3(C)C	Ester, Carbonyl
CC1(C)CCC[C@@]2(C)C1CC[C@@](C)(O)[C@@H]2CC[C@@](C)(O)C=C	Alcohol
CC1(C)CCC=C(C1)C(=O)CCC=C	Carbonyl
CC1(C)CCC=C2C(C)(C)C3CCC12C3	NO_MATCH
CC1(C)CCC2OC23C(C)(C)C4CCC13C4	NO_MATCH
CC1(C)CCCC(C)(O)C1=O	Alcohol, Carbonyl
CC1(C)CCCC(C1)C(=O)CCC=C	Carbonyl
CC1(C)CCCC2(C)C1CCC3(C)OC(=O)CC23	Ester, Carbonyl
CC1(C)CCCC2(C)C1CCC3(C)OCCC23	NO_MATCH
CC1(C)CCCC2(C)C1CCC34COC(C)(CCC23)O4	NO_MATCH
CC1(C)CCCC2(C)C3CCC(C13)C2=C	NO_MATCH
CC1(C)CCCC2(C)C3CCOC3CCC12	NO_MATCH
CC1(C)CCCC2(C)OC(=O)C=C12	Ester, Carbonyl
CC1(C)CCCC2=C1CC(CC2)C=O	Carbonyl
CC1(C)CCCC23CCC(C)(CC12)C(=O)O3	Ester, Carbonyl
CC1(C)CCCc2ccc(C=O)cc12	Carbonyl
CC1(C)COC(C)(OC1)c2ccccc2	NO_MATCH
CC1(C)COC2(CCCCC2)OC1	NO_MATCH
CC1(C)OC(C)(CCC1O)C=C	Alcohol
CC1(C)OC(C)(CCC1O)C=C	Alcohol
CC1(C)OC(C)(CCC1O)C=C	Alcohol
CC1(C)SC(C)(C)SC(C)(C)S1	NO_MATCH
CC1(C/C=C\CC/C=C\CCC2C1(O2)C)C	NO_MATCH
CC1(C2CC=C(C1C2)COC=O)C	Ester, Carbonyl
CC1(C2CCC(O1)(C=C2)C)C	NO_MATCH
CC1(C2CCC1(C(=O)C23CCCC3)C)C	Carbonyl
CC1(C2CCC1(C(C2)OC(=O)C3=CC=CC=C3)C)C	Ester, Carbonyl
CC1(C2CCC1(C(C2)OC(=O)CC3=CC=CC=C3)C)C	Ester, Carbonyl
CC1(C2CCC1(C(C2)OC=O)C)C	Ester, Carbonyl
CC1(C2CCC1C(C2)C3CCCCC3O)C	Alcohol
CC1(CC(=O)C2C(C1=O)(O2)C)C	Carbonyl
CC1(CC(C=C2C13CCC(C3)C2(C)C)OC)C	Methoxy
CC1(CC(C2=CCCCC21)(C)C=O)C	Carbonyl
CC1(CC2C(C1)C3(CCCC2(C3O)C)C)C	Alcohol
CC1(CCC(=O)O1)C=C	Ester, Carbonyl
CC1(CCC2([C@@H]3[C@@]14CC[C@@H](C4)C3(C)C)OCCO2)C	NO_MATCH
CC1(CCCC(=C)C1C(=O)OC)C	Ester, Methoxy, Carbonyl
CC1(CCCC(O1)(C)C=C)C	NO_MATCH
CC1(CCCC2(C13CCC(C3)C2(C)C)O)C	Alcohol
CC1(CCCC2(C3C1[C@@H](C2(CC3)C)O)C)C	Alcohol
CC1(CCCC2=C1CC(CC2)C#N)C	Nitrile
CC1(CCCC2C13CCC(C3)C2=O)C	Carbonyl
CC1(CCCCC(C1(CC=C)O)(C)C)C	Alcohol
CC1(O)CCC2C(=CCCC2(C)C)C1	Alcohol
CC1(O)CSC(C)(O)CS1	Alcohol
Cc1[nH]c2ccccc2c1	NO_MATCH
CC1=C(C(=C(C=C1)C)/C=C/C(=O)C)C	Aldehyde, Acetyl, Carbonyl
CC1=C(C(=O)C(C1)(C)C)O	Alcohol, Carbonyl
CC1=C(C(CCC1)(C)C)C(=O)CC(C)SC	Thioether, Carbonyl
CC1=C(C(NC(=S)N1)c2ccc(Br)cc2)C(=O)Nc3cccc(Cl)c3	Thiol, Thione, Carbonyl, Amine
CC1=C(C)C2(C)CCC1(C)C(C)(C)C2(C)O	Alcohol
CC1=C(C=C(C=C1)C(=O)N[C@H](CC(C)C)COC)C	Methoxy, Carbonyl, Amine
CC1=C(C=CO1)SC	Thioether
CC1=C(C=CO1)SC(C)C(=O)C	Aldehyde, Acetyl, Carbonyl
CC1=C(C=CO1)SC(C)CC=O	Carbonyl
CC1=C(C=CO1)SSCC2=CC=CO2	NO_MATCH
CC1=C(C=CO1)SSSSC2=C(OC=C2)C	NO_MATCH
CC1=C(C=O)C(C)(C)CC=C1	Carbonyl
CC1=C(C=O)C(C)(C)CCC1	Carbonyl
CC1=C(C2(CC1CC2CO)C(=C)C)C	Alcohol
CC1=C(CC=O)C(C)(C)CCC1	Carbonyl
CC1=C(CCO1)S	Thiol, Thione
CC1=C(N=C(C(=N1)C(C)C)C)C(C)C	NO_MATCH
CC1=C(N=C(C(=N1)C)CCC(C)C)C	NO_MATCH
CC1=C(N=C2CCCC2=N1)C	NO_MATCH
CC1=C(O)C(=O)C=CO1	Alcohol
CC1=C(O)C(=O)CC1	Alcohol, Carbonyl
CC1=C(O)C(=O)CO1	Alcohol, Carbonyl
CC1=C(OC(=N1)CC(C)C)C	NO_MATCH
CC1=C(OC=C1)CC2C(O2)(C)C	NO_MATCH
CC1=C[C@@H](O)[C@H]2C[C@@H]1C2(C)C	Alcohol
CC1=C[C@@H]2[C@@H](CC1)C(=CC[C@H]2C(C)C)C	NO_MATCH
CC1=C[C@H]2[C@@H](CC[C@@]([C@@H]2CC1)(C)O)C(C)C	Alcohol
CC1=C[C@H]2[C@@H](CC1)C(=C)CC[C@@H]2C(C)C	NO_MATCH
CC1=C2C(=CC=C1)C=C(O2)C=O	Carbonyl
CC1=C2C(=CO1)CCS2	NO_MATCH
CC1=C2C[C@@H](CC[C@@]2(CCC1)C)C(C)(C)O	Alcohol
CC1=CC(=C(C=C1)CNC(=O)C(=O)NCCC2=CC=CC=N2)OC	Methoxy, Carbonyl, Amine
CC1=CC(=C(C=C1)CNC(=O)C(=O)NCCC2=NC=C(C=C2)C)OC	Methoxy, Carbonyl, Amine
CC1=CC(=C(O1)C)SC(=O)C2=COC=C2	Carbonyl
CC1=CC(=C(S1)C(=O)C)O	Aldehyde, Acetyl, Alcohol, Carbonyl
CC1=CC(=CC(=O)O1)C	NO_MATCH
CC1=CC(=CC=C1)CC(C)(C)CO	Alcohol
CC1=CC(=O)[C@@H]2C[C@H]1C2(C)C	Carbonyl
CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C	Carbonyl
CC1=CC(=O)CC(C)(C)C1	Carbonyl
CC1=CC(=O)CC(C)(C)C1=O	Carbonyl
CC1=CC(=O)CC1	Carbonyl
CC1=CC(=O)CCC1	Carbonyl
CC1=CC(=O)NS(=O)(=O)O1.COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N	Carboxylic Acid, Ester, Methoxy, Alcohol, Carbonyl, Amine
CC1=CC(C=C(C1=O)C)(C)C	Carbonyl
CC1=CC(O)C2CC1C2(C)C	Alcohol
CC1=CC[C@@]2(O1)C(=CC(=O)CC2(C)C)C	Carbonyl
CC1=CC[C@@H](CC1)C(C)(C)O	Alcohol
CC1=CC[C@@H](CC1)C(C)(C)O	Alcohol
CC1=CC[C@@H](CC1=O)C(C)C	Carbonyl
CC1=CC[C@@H]2C[C@H]1C2(C)C	NO_MATCH
CC1=CC[C@H](C[C@@H]1O)C(=C)C	Alcohol
CC1=CC[C@H](CC1)C(C)(C)O	Alcohol
CC1=CC[C@H](CC1)C(C)(C)S	Thiol, Thione
CC1=CC[C@H]2C[C@@H]1[C@]2(C)CCC=C(C)C	NO_MATCH
CC1=CC[C@H]2C[C@@H]1C2(C)C	NO_MATCH
CC1=CC\C(CC1)=C(C)/CCC=O	Carbonyl
CC1=CC=C(C=C1)OCC(=O)OC	Ester, Methoxy, Carbonyl
CC1=CC=C(C=C1)OCCOC	Methoxy
CC1=CC=C(N1)C(=O)C	Aldehyde, Acetyl, Carbonyl
CC1=CC=C(N1C)C(=O)C	Aldehyde, Acetyl, Carbonyl
CC1=CC=C(O1)CC(=O)C	Aldehyde, Acetyl, Carbonyl
CC1=CC=C(O1)CN2C=CC=C2	NO_MATCH
CC1=CC=C(O1)CS	Thiol, Thione
CC1=CC=C(O1)CSC	Thioether
CC1=CC=CC=C1C(=O)CO	Alcohol, Carbonyl
CC1=CC=CCC1	NO_MATCH
CC1=CC2=C(C(=C1C=O)OC)C(CCC2(C)C)(C)C	Methoxy, Carbonyl
CC1=CC2=C(CC(C2)(C)CO)C=C1	Alcohol
CC1=CC2=CC(=O)CCC2CC1	Carbonyl
CC1=CC2C(CC1CC2C(C)C)C=O	Carbonyl
CC1=CCC(=O)O1	Ester, Carbonyl
CC1=CCC(C=C1)C(=C)C	NO_MATCH
CC1=CCC(C1(C)C)/C=C/C(C)(C)C(C)O	Alcohol
CC1=CCC(C1(C)C)C(=C)CC(C)CO	Alcohol
CC1=CCC(C1(C)C)C23CCCC(C2)(OC3)C	NO_MATCH
CC1=CCC(C1(C)C)CCC(C)CO	Alcohol
CC1=CCC(CC#N)C1(C)C	Nitrile
CC1=CCC(CC1)C(C)(C)O	Alcohol
CC1=CCC(CC1)C(C)(C)OC(=O)\C=C\c2ccccc2	Ester, Carbonyl
CC1=CCC(CC1)C(C)(C)OC(=O)C(C)C	Ester, Carbonyl
CC1=CCC(CC1)C(C)(C)OC(=O)C2=CC=CC=C2	Ester, Carbonyl
CC1=CCC(CC1)C(C)(C)OC(=O)c2ccccc2N	Ester, Carbonyl, Amine
CC1=CCC(CC1)C(C)(C)OC=O	Ester, Carbonyl
CC1=CCC(CC1)C(C)(C)S	Thiol, Thione
CC1=CCC(CC1)C(C)CC2CCCC2=O	Carbonyl
CC1=CCC(CC1)C(C)COC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CC1=CCC(CC1)C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CC1=CCC(CCO)C1(C)C	Alcohol
CC1=CCC2C(C1)C2(C)C	NO_MATCH
CC1=CCC2C(C1)CC(C)(C)CC=C2C	NO_MATCH
CC1=CCC2CC1C2(C)C	NO_MATCH
CC1=CCCC(C)(C)C1	NO_MATCH
CC1=CCCC(C)(C)C1\C=C\C(=O)CCC=C	Carbonyl
CC1=CCCC(C1C=CC(=O)CC(C)C)(C)C	Carbonyl
CC1=CCCCC1	NO_MATCH
CC1=CCOC(C1)c2ccccc2	NO_MATCH
CC1=CN=C(C(=N1)C(=O)C)C.CC1=CN=C(C(=N1)C)C(=O)C	Aldehyde, Acetyl, Carbonyl
CC1=CN=C(C(=N1)C)C=C	NO_MATCH
CC1=CN=C(C(=N1)C)OC	Methoxy
CC1=CN=C(C(=N1)CCC(C)C)C	NO_MATCH
CC1=CN=C(C)C(=S)N1	Thiol, Thione
CC1=CN=C(S1)C(=O)C	Aldehyde, Acetyl, Carbonyl
CC1=CN=CC(=N1)C(=O)C	Aldehyde, Acetyl, Carbonyl
CC1=CN=CC(=N1)C=C	NO_MATCH
CC1=CSC(=N1)C(C)O	Alcohol
CC1=NC=C(N=C1C)C(=O)C	Aldehyde, Acetyl, Carbonyl
CC1=NC=C(N=C1C)CC(C)C	NO_MATCH
CC1=NC=C(N=C1C)CCC(C)C	NO_MATCH
CC1=NC=C2COCC2=N1	NO_MATCH
CC1=NC=CN=C1C(C)C	NO_MATCH
CC1=NC=CN=C1C=C	NO_MATCH
CC1=NC=CN=C1SCC2=CC=CO2	NO_MATCH
CC1=NCCS1	Imino
CC12CCC(CC1)C(C)(C)O2	NO_MATCH
CC12CCC(CC1O2)C3(C)CO3	NO_MATCH
CC12CCCC(C)(C1CCC34CC(=C)C(O)(CCC23)C4)C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CC12CCCC(C1)(OC=O)C3CC(C)(C)C3CC2	Ester, Carbonyl
CC12CCCC(C1=NO)(CC2)C	Alcohol, Imino
CC12CCCC3(CC1)C2(C)CCC4OC34C	NO_MATCH
CC1C(=O)C(=C(O1)C)C(=O)C	Aldehyde, Acetyl, Carbonyl
CC1C(=O)C2=CC=CC=C2C1(C)C	Carbonyl
CC1C(C(=O)C(=C1C)O)C	Alcohol, Carbonyl
CC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)COC3C(C(C(CO3)O)OC)O)O)OC)O)O	Methoxy, Alcohol
Cc1c(c(C)c(c(c1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O)[N+]([O-])=O	Nitro, Nitroso, Nitroso Ether, Tert-butyl
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C	Carbonyl
CC1C(C)(C)c2cc(C)c(cc2C1(C)C)C(C)=O	Aldehyde, Acetyl, Carbonyl
CC1C(C)(C)c2ccc(cc2C1(C)C)C(C)=O	Aldehyde, Acetyl, Carbonyl
Cc1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O	Nitro, Nitroso, Nitroso Ether, Tert-butyl
CC1C(C2=C(C1(C)C)C3=NC=NC=C3CC2)(C)C	NO_MATCH
CC1C(C2CCC3CC(OC3C2C1(C)C)(C)C)(C)C	NO_MATCH
Cc1c(cc2c(c1[N+]([O-])=O)C(C)(C)CC2(C)C)[N+]([O-])=O	Nitro, Nitroso, Nitroso Ether
CC1C(CCC1(C)O)C(=C)C	Alcohol
CC1C(CCC1(C)OC(=O)C)C(=C)C	Ester, Aldehyde, Acetyl, Carbonyl
CC1C(CCO1)SC(=O)C	Aldehyde, Acetyl, Carbonyl
CC1C(OC(O1)C2=CC(=C(C=C2)O)OC)C	Methoxy, Alcohol
CC1C/C=C/CCCCCCCCC(=O)C1	Carbonyl
CC1C/C=C\CCCCCCCCC(=O)C1	Carbonyl
Cc1c[nH]c2ccccc12	NO_MATCH
CC1C=C(C)CC(C=O)C1C	Carbonyl
CC1C=C(C)CC(C1C)C(C)=O	Aldehyde, Acetyl, Carbonyl
CC1C=C(C)CCC1C=O	Carbonyl
CC1C=C(CCC1C(=O)C(C)(C)C)C	Tert-butyl, Carbonyl
CC1C=CC2(O1)C=C(CCC2C(C)C)C	NO_MATCH
CC1C=CC2=NC=CN=C12	NO_MATCH
CC1C=CCC(C1C(=O)OC)(C)C	Ester, Methoxy, Carbonyl
CC1C=CCCC1(C)C=O	Carbonyl
CC1C2=NC(=NC=C2CO1)C	NO_MATCH
CC1C2C3CCC(C3)C2C(=C1C)OC	Methoxy
CC1C2CC(CC2(C)C)C1=O	Carbonyl
CC1C2CC(CC2C3CCC(O)CC3)C1(C)C	Alcohol
CC1C2CC(CC2C3CCCC(O)C3)C1(C)C	Alcohol
CC1C2CC3CC1C(C(C2)C3=C)O	Alcohol
CC1C2CC3CC1C(C(C2)C3=C)OC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CC1C2CCC(=CC2OC1=O)C	Ester, Carbonyl
CC1C2CCC(C2)(C1(C)C)C3(CCCCC3)O	Alcohol
CC1CC(=C(C1=O)OC)C	Methoxy, Carbonyl
CC1CC(=C)CC(O1)c2ccccc2	NO_MATCH
CC1CC(=CC(C)C1\C=C\C(C)=O)C	Aldehyde, Acetyl, Carbonyl
CC1CC(=CC(C)C1C=O)C.CC2C=C(C)CC(C=O)C2C	Carbonyl
CC1CC(=CC(C)C1CO)C	Alcohol
CC1CC(=O)C(=C1C)O	Alcohol, Carbonyl
CC1CC(=O)C(=O)C1C	Carbonyl
CC1CC(=O)C=C2CCC(CC12C)C(C)=C	Carbonyl
CC1CC(=O)CO1	Carbonyl
Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	Tert-butyl, Alcohol
CC1CC(C(O1)C)S	Thiol, Thione
CC1CC(C)(C)c2cc(C(C)=O)c(C)cc2C1(C)C	Aldehyde, Acetyl, Carbonyl
CC1CC(C)(C)OC(Cc2ccccc2)O1	NO_MATCH
CC1CC(C)(OC(C)O1)c2ccccc2	NO_MATCH
CC1CC(C)C(=O)C1=O	Carbonyl
Cc1cc(C)c(C)c(O)c1	Alcohol
Cc1cc(C)c(O)c(C)c1	Alcohol
Cc1cc(C)c(O)cc1C	Alcohol
Cc1cc(C)cc(O)c1	Alcohol
CC1CC(C)SC(C)S1	NO_MATCH
CC1CC(C2=C1CC(CC2)C(=O)C)(C)C	Aldehyde, Acetyl, Carbonyl
CC1CC(CC(=C1)C)C#N	Nitrile
CC1CC(CC(=C1)C)C=O	Carbonyl
CC1CC(CC(=O)O1)(C)C	Ester, Carbonyl
CC1CC(CC(C)(C)C1)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC1CC(CC(C1)(C)C)CC(=O)C2CCCC2=O	Carbonyl
CC1CC(CCC1=O)CC2C3CCC(C3)C2(C)C	Carbonyl
CC1CC(CO)CC(=C1)C	Alcohol
CC1CC(CO1)(C)C2=CC=CC=C2	NO_MATCH
CC1CC(COC(C)=O)CC(=C1)C	Ester, Aldehyde, Acetyl, Carbonyl
CC1CC(O)C=C(C)C2CC(CC12)=C(C)C	Alcohol
CC1CC(O)CC(C)(C)C1	Alcohol
Cc1cc(O)cc(C)c1C	Alcohol
CC1CC(OC(C)=O)C=C(C)C2CC(CC12)=C(C)C	Ester, Aldehyde, Acetyl, Carbonyl
CC1CC(OC=O)C=C(C)C2CC(CC12)=C(C)C	Ester, Carbonyl
CC1CC=C(C)CC1C=O	Carbonyl
CC1CC=C(C2(C1(C)C)C=CC(O2)C)C	NO_MATCH
CC1CC=C(C2(C1C)C=CC(O2)C)C	NO_MATCH
CC1CC2(CCCCC2)OC=C1	NO_MATCH
CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2	Aldehyde, Acetyl, Carbonyl
CC1CC2C3CCC(C3)C2CC1=O	Carbonyl
CC1CC2CCC3C(C2O1)C(C(C3(C)C)C)(C)C	NO_MATCH
Cc1cc2cccc(C)c2cc1C	NO_MATCH
Cc1cc2ccccc2cc1C	NO_MATCH
Cc1ccc([S-])cc1C	Thiol, Thione
Cc1ccc(\C=C\C=O)cc1	Carbonyl
CC1CCC(=C(\C=C\C(C)=O)C1(C)C)C	Aldehyde, Acetyl, Carbonyl
CC1CCC(=O)C1=O	Carbonyl
CC1CCC(=O)CC1	Carbonyl
CC1CCC(=O)O1	Ester, Carbonyl
CC1CCC(C(=O)C1)C(C)(C)S	Thiol, Thione, Carbonyl
CC1CCC(C(=O)C1)C(C)(C)S	Thiol, Thione, Carbonyl
CC1CCC(C(=O)C1)C(C)(C)SC(=O)C	Aldehyde, Acetyl, Carbonyl
CC1CCC(C(C)=C)C(=O)C1	Carbonyl
CC1CCC(C(C)C)C(C1)OC(=O)C2CCC(=O)N2	Ester, Carbonyl, Amine
CC1CCC(C(C1)C(C)(C)C)OC(=O)C	Ester, Aldehyde, Acetyl, Tert-butyl, Carbonyl
CC1CCC(C(C1)O)C(=O)C	Aldehyde, Acetyl, Alcohol, Carbonyl
CC1CCC(C(C1)OC=O)C(C)=C	Ester, Carbonyl
CC1CCC(C(C1)OCC(CO)O)C(C)C	Alcohol
