cas_number,new_descriptors_added
58475-04-0,['lactique']
58567-11-6,"['resineux', 'terreux', 'animal', 'bois', 'moisi', 'doux', 'vegetal', 'balsamique', 'fermentaire']"
58605-97-3,"['vegetal_vert', 'gras', 'vegetal']"
58625-96-0,"['chimique', 'boise', 'sucre_cuit', 'fruit_cuit', 'boissons_alcoolisees', 'empyreumatique', 'alcool_de_fut', 'balsamique', 'fruite', 'cuit']"
58936-30-4,"['frais', 'vegetal_vert', 'vegetal', 'fruite']"
58985-02-7,"['resineux', 'citronne', 'boise', 'bois', 'vegetal', 'fruite', 'frais', 'phenole']"
58985-18-5,"['resineux', 'citronne', 'bois', 'vegetal', 'fruite', 'frais', 'phenole']"
59020-73-4,"['frais', 'vegetal_vert', 'empyreumatique', 'vegetal']"
59020-78-9,"['fruite', 'frais', 'vegetal_vert', 'baie', 'vegetal', 'fruit_noir']"
59020-85-8,"['alliace', 'empyreumatique', 'legume', 'vegetal', 'cuit']"
59020-90-5,"['fruit_sec', 'gras', 'empyreumatique', 'oleagineux', 'fruite']"
59021-02-2,"['empyreumatique', 'cuit']"
59021-03-3,"['soufre', 'crucifere', 'legume', 'vegetal']"
59021-05-5,['empyreumatique']
59056-62-1,"['doux', 'bois', 'balsamique', 'vegetal', 'vegetal_vert', 'plante_aromatique']"
59056-64-3,"['vegetal', 'vegetal_vert', 'doux', 'plante_aromatique', 'balsamique']"
59056-70-1,"['resineux', 'doux', 'bois', 'vegetal', 'balsamique', 'vegetal_vert', 'plante_aromatique']"
59121-25-4,"['soufre', 'legume', 'vegetal', 'crucifere']"
59151-19-8,"['vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'plante_aromatique', 'epice', 'anise']"
59191-78-5,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras', 'fermentaire']"
59230-57-8,"['citronne', 'agrume', 'vegetal', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
59259-38-0,"['menthe', 'frais', 'vegetal_vert', 'vegetal']"
59285-67-5,"['lactique', 'lactone', 'fruit_a_noyau']"
59303-03-6,"['fruit_a_pepins', 'empyreumatique', 'fruite']"
59303-05-8,"['alliace', 'empyreumatique', 'torrefie', 'legume', 'vegetal', 'crucifere', 'cuit']"
59303-12-7,"['empyreumatique', 'torrefie', 'fruit_a_coque_torrefie']"
59303-13-8,"['fruit_exotique', 'vegetal_sec', 'boise', 'doux', 'fruit_sec', 'vegetal', 'fruite', 'balsamique', 'oleagineux', 'frais', 'lactone', 'gras', 'coumarine']"
59303-16-1,"['fruit_sec', 'gras', 'empyreumatique', 'oleagineux', 'fruite']"
59303-17-2,"['fruit_sec', 'gras', 'empyreumatique', 'oleagineux', 'fruite']"
59303-19-4,['empyreumatique']
59323-76-1,"['alliace', 'fleur_du_jardin', 'legume', 'vegetal', 'frais', 'floral', 'vegetal_vert', 'crucifere', 'legume_vert']"
59323-81-8,"['soufre', 'legume', 'vegetal']"
59324-17-3,"['alliace', 'legume', 'vegetal', 'fruite']"
59354-71-1,"['sucre_cuit', 'doux', 'fruit_sec', 'fruit_cuit', 'empyreumatique', 'vegetal', 'fleur_d_arbuste', 'floral', 'vegetal_vert', 'cuit']"
59471-80-6,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
59558-23-5,"['vegetal_sec', 'chimique', 'fleur_d_arbre', 'vegetal', 'aldehyde', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'produit_petrolier', 'gras']"
65504-97-4,"['fruit_sec', 'gras', 'oleagineux', 'fruite']"
60047-17-8,"['resineux', 'doux', 'menthe', 'frais', 'vegetal_vert', 'aldehyde_frais', 'boise', 'phenole', 'chimique', 'bois', 'vegetal', 'aldehyde', 'medicinal', 'gras', 'fermentaire']"
60066-88-8,"['agrume', 'fruite']"
60160-17-0,"['doux', 'chimique', 'boise', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique', 'boisson_fermentee', 'floral', 'fermentaire']"
60241-52-3,"['resineux', 'animal', 'bois', 'vegetal']"
60241-53-4,"['resineux', 'animal', 'bois', 'fleur_du_jardin', 'vegetal']"
60241-55-6,"['floral', 'vegetal_vert', 'vegetal']"
60335-71-9,"['fleur_du_jardin', 'vegetal', 'fleur_d_arbuste', 'mineral', 'metal', 'frais', 'vegetal_vert']"
60362-71-2,"['chimique', 'vegetal', 'menthe', 'frais', 'vegetal_vert', 'medicinal', 'phenole']"
60415-61-4,"['fruit_sec', 'fleur_du_jardin', 'fruit_a_noyau', 'fruit_a_coque', 'legume', 'mineral', 'frais', 'floral', 'metal', 'lactone', 'aldehyde_frais', 'vegetal_vert', 'legume_vert', 'fruit_exotique', 'oleagineux', 'vegetal', 'aldehyde', 'gras']"
60416-24-2,"['frais', 'chimique', 'solvant']"
60523-21-9,"['fruit_a_pepins', 'boise', 'chimique', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique', 'vegetal', 'frais', 'vegetal_vert', 'fruit_rouge']"
60763-41-9,"['chimique', 'vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'solvant', 'gras']"
60763-42-0,['mielle']
60770-00-5,['fleur_d_arbre']
60784-31-8,"['cucurbitacee', 'fleur_du_jardin', 'legume', 'vegetal', 'aldehyde', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais']"
60788-25-2,"['fruit_exotique', 'fleur_du_jardin', 'vegetal', 'fruite', 'fleur_d_arbuste', 'floral', 'vegetal_vert', 'gras']"
60826-15-5,"['chimique', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'solvant', 'gras']"
60856-83-9,"['fruite', 'fruit_rouge', 'fruit_noir']"
60856-85-1,"['fruite', 'fruit_rouge', 'fruit_noir']"
61114-24-7,"['medicinal', 'chimique', 'phenole']"
61122-71-2,"['vegetal', 'fruite']"
61197-09-9,"['animal', 'empyreumatique', 'mineral', 'metal', 'cuit']"
61295-41-8,"['empyreumatique', 'cuit']"
61295-50-9,"['empyreumatique', 'cuit']"
61407-00-9,"['frais', 'vegetal_vert', 'vegetal']"
61444-38-0,"['fruit_a_pepins', 'legume', 'vegetal', 'peponide', 'mineral', 'frais', 'metal', 'vegetal_vert', 'plante_aromatique', 'anise', 'legume_vert']"
61444-41-5,"['fruit_a_pepins', 'fleur_du_jardin', 'legume', 'mineral', 'frais', 'floral', 'vegetal_vert', 'metal', 'legume_vert', 'chimique', 'boissons_alcoolisees', 'vegetal', 'boisson_fermentee', 'gras', 'fermentaire']"
61531-45-1,"['boise', 'chimique', 'doux', 'boissons_alcoolisees', 'fruit_a_noyau', 'alcool_de_fut', 'balsamique', 'fruite', 'lactone']"
61675-72-7,['empyreumatique']
61692-79-3,"['fleur_d_arbuste', 'floral', 'fleur_du_jardin']"
61692-83-9,"['fruit_a_pepins', 'frais', 'vegetal_vert', 'vegetal']"
61699-38-5,"['vegetal', 'aldehyde', 'fleur_d_arbuste', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
61702-91-8,"['boise', 'animal', 'vegetal', 'foret', 'vegetal_vert', 'phenole']"
61759-64-6,"['vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'fermentaire']"
61792-11-8,"['mineral', 'frais', 'metal', 'citronne', 'agrume', 'fruite']"
61792-12-9,"['chimique', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'epice', 'medicinal', 'aldehyde_frais', 'gras', 'phenole']"
61837-77-2,"['lactique', 'moisi', 'vegetal', 'fruite', 'fermentaire']"
61920-45-4,"['boise', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
61931-80-4,"['citronne', 'agrume', 'fleur_d_arbuste', 'frais']"
61931-81-5,"['fleur_du_jardin', 'vegetal', 'peponide', 'frais', 'floral', 'vegetal_vert']"
62006-39-7,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
62079-29-2,"['chimique', 'doux', 'produit_petrolier', 'epice', 'balsamique']"
62439-41-2,"['frais', 'vegetal_vert', 'peponide', 'vegetal']"
62488-55-5,"['lactique', 'amande_amere', 'doux', 'fruit_sec', 'oleagineux', 'fruite', 'fermentaire']"
62488-56-6,"['cucurbitacee', 'animal', 'vegetal', 'fruite', 'peponide', 'graisse_animale', 'frais', 'vegetal_vert', 'poulailler', 'aldehyde_frais']"
63012-97-5,"['lactique', 'fruit_sec', 'legume', 'fruite', 'frais', 'vegetal_vert', 'plante_aromatique', 'fermentaire', 'chimique', 'empyreumatique', 'vegetal', 'oleagineux', 'crucifere', 'gras', 'cuit']"
63095-33-0,"['fruit_exotique', 'lactique', 'vegetal_sec', 'boise', 'doux', 'fruit_sec', 'vegetal', 'fruite', 'balsamique', 'oleagineux', 'frais', 'lactone', 'gras', 'coumarine']"
63095-34-1,['fruit_exotique']
63128-04-1,"['vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'baie', 'fruit_noir']"
63196-63-4,"['frais', 'vegetal_vert', 'peponide', 'vegetal', 'fruite']"
63196-64-5,"['cucurbitacee', 'legume', 'vegetal', 'peponide', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
63253-24-7,"['doux', 'sucre_cuit', 'boise', 'empyreumatique', 'torrefie', 'lacte', 'floral', 'cuit']"
63357-95-9,"['vegetal_sec', 'fruit_sec', 'balsamique', 'fruite', 'frais', 'vegetal_vert', 'lactone', 'aldehyde_frais', 'boise', 'fruit_exotique', 'vegetal', 'oleagineux', 'aldehyde', 'gras', 'coumarine']"
63357-96-0,"['fruit_exotique', 'lactique', 'vegetal_sec', 'boise', 'fruit_sec', 'vegetal', 'fruite', 'balsamique', 'oleagineux', 'frais', 'lactone', 'coumarine']"
63357-97-1,"['fruit_exotique', 'vegetal_sec', 'boise', 'doux', 'fruit_sec', 'vegetal', 'fruite', 'balsamique', 'oleagineux', 'frais', 'lactone', 'coumarine', 'fermentaire']"
63449-64-9,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
63449-68-3,"['fruit_a_pepins', 'sucre_cuit', 'fleur_d_arbre', 'produit_petrolier', 'fruit_rouge', 'cuit', 'chimique', 'boissons_alcoolisees', 'empyreumatique', 'boisson_fermentee', 'mielle', 'fermentaire']"
63450-30-6,"['amande_amere', 'doux', 'fruit_sec', 'fruite', 'vegetal_vert', 'empyreumatique', 'oleagineux', 'fruit_a_coque_torrefie', 'vegetal', 'gras']"
63458-78-6,"['agrume', 'vegetal', 'fruite', 'frais', 'vegetal_vert', 'plante_aromatique']"
63458-80-0,"['agrume', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique']"
63458-81-1,"['fruite', 'vert_pyrazique', 'legume', 'vegetal', 'legume_vert', 'agrume']"
63500-71-0,"['boise', 'bois', 'fleur_du_jardin', 'vegetal']"
63759-55-7,"['terreux', 'boise', 'fermentaire']"
63767-86-2,"['fleur_d_arbuste', 'fleur_du_jardin']"
63885-09-6,"['vegetal_vert', 'vegetal', 'fruite', 'agrume']"
63986-03-8,"['alliace', 'empyreumatique', 'legume', 'legumes_cuits', 'vegetal', 'cuit']"
64001-15-6,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
64165-57-7,"['fruit_sec', 'fruit_a_coque', 'oleagineux', 'aldehyde', 'vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
64187-83-3,"['fruit_a_pepins', 'frais', 'vegetal_vert', 'vegetal', 'fruite']"
64275-73-6,"['boise', 'amine', 'fleur_du_jardin', 'moisi', 'vegetal', 'peponide', 'aldehyde', 'frais', 'floral', 'vegetal_vert', 'fermentaire']"
64461-99-0,"['citronne', 'fruite', 'frais', 'vegetal_vert', 'epice', 'plante_aromatique', 'aldehyde_frais', 'cucurbitacee', 'animal', 'vegetal', 'aldehyde', 'graisse_animale', 'poulailler']"
68127-22-0,"['vegetal', 'frais', 'vegetal_vert', 'plante_aromatique']"
64549-15-1,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
64577-91-9,"['vert_pyrazique', 'vegetal', 'frais', 'vegetal_vert', 'legume_vert']"
64677-46-9,"['moisi', 'vegetal', 'frais', 'vegetal_vert', 'boise', 'fermentaire']"
64677-48-1,"['frais', 'vegetal_vert', 'vegetal']"
64988-06-3,"['frais', 'vegetal_vert', 'vegetal']"
65113-95-3,"['bois', 'fleur_du_jardin', 'vegetal']"
65113-99-7,"['lactique', 'resineux', 'bois', 'vegetal']"
65128-99-6,['empyreumatique']
65155-45-5,"['vegetal', 'aldehyde', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
65330-49-6,"['doux', 'sucre_cuit', 'empyreumatique', 'fruit_rouge', 'cuit']"
65405-67-6,"['boise', 'medicinal', 'chimique', 'phenole']"
65405-68-7,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
65405-70-1,"['vegetal', 'fruite', 'vegetal_vert']"
65405-72-3,"['terreux', 'doux', 'moisi', 'balsamique', 'floral', 'fermentaire']"
65405-73-4,"['fleur_d_arbuste', 'floral', 'vegetal_vert', 'chimique', 'gras', 'vegetal']"
65405-76-7,"['fruit_a_pepins', 'sucre_cuit', 'fleur_d_arbre', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'produit_petrolier', 'chimique', 'fruit_cuit', 'empyreumatique', 'vegetal', 'mielle', 'cuit']"
65405-77-8,"['doux', 'mineral', 'frais', 'metal', 'vegetal_vert', 'plante_aromatique', 'epice', 'aldehyde_frais', 'boise', 'vegetal', 'peponide', 'aldehyde', 'gras']"
65405-80-3,"['frais', 'vegetal_vert', 'vegetal']"
65405-84-7,"['vegetal_sec', 'floral', 'fleur_du_jardin', 'phenole', 'vegetal']"
65416-14-0,"['lactique', 'sucre_cuit', 'fruit_cuit', 'empyreumatique', 'fruit_rouge', 'cuit']"
65416-24-2,"['boise', 'doux', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
65416-26-4,"['resineux', 'bois', 'fruit_a_noyau', 'vegetal', 'lactone', 'fruit_rouge']"
65423-25-8,"['vegetal_vert', 'vegetal', 'fruite']"
65442-31-1,"['boise', 'animal', 'vegetal', 'foret', 'vegetal_vert', 'phenole']"
65443-14-3,"['fruit_a_noyau', 'vegetal', 'aldehyde', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
65504-93-0,['empyreumatique']
65504-94-1,"['fruit_exotique', 'amande_amere', 'doux', 'fruit_sec', 'cereale_torrefiee', 'empyreumatique', 'oleagineux', 'fruite', 'malte', 'gras', 'cereale']"
65504-96-3,"['floral', 'fermentaire', 'chimique', 'boissons_alcoolisees', 'boisson_fermentee']"
65505-16-0,"['empyreumatique', 'cuit']"
65505-17-1,"['alliace', 'empyreumatique', 'vegetal', 'mineral', 'metal', 'cuit']"
65505-18-2,"['fruit_sec', 'empyreumatique', 'torrefie', 'oleagineux', 'fruite', 'malte', 'gras']"
65505-24-0,"['fruit_a_pepins', 'agrume']"
65505-25-1,['boise']
65530-53-2,"['fruit_sec', 'empyreumatique', 'torrefie', 'oleagineux', 'fruite', 'gras']"
65588-69-4,"['resineux', 'musque', 'animal', 'bois', 'doux', 'vegetal', 'balsamique', 'mineral', 'frais', 'vegetal_vert', 'phenole']"
65620-50-0,"['resineux', 'chimique', 'bois', 'vegetal', 'fruite', 'frais', 'vegetal_vert', 'plante_aromatique', 'medicinal', 'phenole']"
65652-33-7,"['fleur_d_arbuste', 'frais', 'vegetal_vert', 'vegetal']"
65737-52-2,"['fruit_a_pepins', 'lactique', 'pomme', 'fruit_a_noyau', 'vegetal', 'peponide', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert']"
65767-22-8,"['mineral', 'floral', 'metal', 'fleur_du_jardin']"
65887-08-3,"['soufre', 'alliace', 'vegetal', 'aldehyde', 'frais', 'crucifere', 'vegetal_vert', 'aldehyde_frais', 'gras', 'legume_vert', 'fermentaire']"
65894-82-8,"['empyreumatique', 'vegetal', 'cuit']"
65894-83-9,"['lactique', 'doux', 'fruit_sec', 'torrefie', 'lacte', 'fruite', 'frais', 'vegetal_vert', 'cereale', 'cuit', 'empyreumatique', 'oleagineux', 'vegetal', 'gras', 'fermentaire']"
65909-91-3,"['frais', 'marin']"
66062-78-0,"['vegetal', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
66068-84-6,"['bois', 'vegetal']"
66072-32-0,"['bois', 'vegetal']"
66256-48-2,['fleur_du_jardin']
66327-54-6,"['vegetal', 'fruite', 'mineral', 'metal', 'vegetal_vert', 'gras']"
66408-78-4,"['citronne', 'agrume', 'fruite']"
66427-21-2,"['vegetal_vert', 'vegetal', 'fruite', 'agrume']"
66427-22-3,"['agrume', 'vegetal', 'fruite', 'frais', 'vegetal_vert', 'plante_aromatique', 'gras']"
66576-71-4,"['fruit_a_pepins', 'vegetal_sec', 'terreux', 'fruit_sec', 'fleur_du_jardin', 'balsamique', 'frais', 'floral', 'vegetal_vert', 'lactone', 'aldehyde_frais', 'boise', 'solvant', 'chimique', 'moisi', 'vegetal', 'oleagineux', 'aldehyde', 'gras', 'coumarine', 'fermentaire']"
66577-04-6,"['empyreumatique', 'cereale', 'malte']"
66634-97-7,"['lactique', 'doux', 'mielle', 'fermentaire']"
66642-86-2,"['frais', 'vegetal_vert', 'vegetal', 'fruite']"
66848-40-6,"['vegetal_sec', 'doux', 'vegetal', 'balsamique', 'frais', 'lactone', 'boise']"
66912-24-1,"['fleur_du_jardin', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais']"
97752-28-8,"['fruit_sec', 'fleur_du_jardin', 'fruit_a_coque', 'oleagineux', 'fruite', 'vegetal', 'frais', 'vegetal_vert', 'gras']"
67028-40-4,"['vegetal_sec', 'fruit_sec', 'empyreumatique', 'torrefie', 'oleagineux', 'malte', 'vegetal', 'floral', 'gras', 'fruit_rouge']"
67114-38-9,"['lactique', 'fruit_sec', 'oleagineux', 'fruite']"
67355-38-8,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
67452-27-1,"['fleur_d_arbuste', 'agrume', 'gras']"
67583-77-1,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
67601-05-2,"['fruit_a_pepins', 'citronne', 'agrume', 'vegetal', 'aldehyde', 'fleur_d_arbuste', 'vegetal_vert', 'gras']"
67633-92-5,"['fleur_du_jardin', 'legume', 'vegetal', 'aldehyde', 'frais', 'floral', 'vegetal_vert', 'plante_aromatique', 'epice', 'aldehyde_frais', 'gras', 'anise', 'legume_vert']"
67633-94-7,"['boise', 'doux', 'fleur_du_jardin', 'legume', 'vegetal', 'frais', 'floral', 'vegetal_vert', 'legume_vert']"
67633-96-9,"['fruit_a_pepins', 'soufre', 'terreux', 'fleur_du_jardin', 'legume', 'vegetal', 'fruite', 'frais', 'racine', 'crucifere', 'vegetal_vert']"
67633-97-0,"['terreux', 'fruit_sec', 'agrume', 'legume', 'fruite', 'mineral', 'metal', 'racine', 'animal', 'empyreumatique', 'vegetal', 'oleagineux', 'crucifere', 'gras', 'cuit']"
67633-99-2,"['doux', 'fruit_sec', 'oleagineux', 'fleur_d_arbuste', 'floral', 'gras']"
67634-00-8,"['fruit_exotique', 'frais', 'vegetal_vert', 'vegetal']"
67634-02-0,"['fleur_du_jardin', 'fleur_d_arbre', 'vegetal', 'fruite', 'fleur_d_arbuste', 'frais', 'vegetal_vert']"
67634-07-5,"['fleur_du_jardin', 'vegetal', 'aldehyde', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
67634-11-1,"['boise', 'vegetal', 'vegetal_vert', 'plante_aromatique']"
67634-12-2,"['fleur_du_jardin', 'fleur_d_arbre', 'fruite', 'mielle']"
67634-15-5,"['vegetal_vert', 'chimique', 'vegetal']"
67634-16-6,"['vegetal', 'aldehyde', 'fleur_d_arbuste', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
67634-20-2,"['cacao', 'lactique', 'boise', 'doux', 'empyreumatique', 'torrefie', 'lacte', 'vegetal', 'malte', 'frais', 'vegetal_vert', 'plante_aromatique', 'epice', 'anise']"
67634-22-4,"['agrume', 'vegetal', 'fruite', 'menthe', 'frais', 'vegetal_vert', 'anise']"
67634-23-5,"['vegetal_sec', 'fleur_du_jardin', 'fruite', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'boise', 'cuit', 'animal', 'moisi', 'empyreumatique', 'vegetal', 'peponide', 'aldehyde', 'gras', 'fermentaire']"
67634-25-7,"['vegetal', 'fruite', 'fleur_d_arbuste', 'frais', 'vegetal_vert']"
67643-70-3,['epice']
67662-96-8,"['boise', 'doux', 'fleur_du_jardin', 'vegetal', 'fruite', 'aldehyde', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras', 'baie', 'fruit_noir']"
67663-01-8,"['lactique', 'fruit_sec', 'fruit_a_noyau', 'oleagineux', 'vegetal', 'frais', 'vegetal_vert']"
67674-36-6,"['cucurbitacee', 'chimique', 'animal', 'phenole', 'legume', 'vegetal', 'peponide', 'fruite', 'aldehyde', 'graisse_animale', 'vegetal_vert', 'aldehyde_frais']"
67674-41-3,"['moisi', 'vegetal', 'frais', 'vegetal_vert', 'boise', 'fermentaire']"
67674-46-8,"['fleur_du_jardin', 'vegetal', 'fruite', 'aldehyde', 'floral', 'vegetal_vert', 'gras']"
67707-75-9,"['fruit_a_pepins', 'pomme', 'chimique', 'boissons_alcoolisees', 'boisson_fermentee', 'fermentaire']"
67715-80-4,"['animal', 'vegetal', 'fruite', 'frais', 'vegetal_vert', 'fermentaire']"
67739-11-1,"['bois', 'vegetal']"
67746-30-9,"['terreux', 'legume', 'fruite', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'plante_aromatique', 'anise', 'chimique', 'boissons_alcoolisees', 'vegetal', 'peponide', 'boisson_fermentee', 'aldehyde', 'fermentaire']"
67770-79-0,"['vegetal_sec', 'terreux', 'doux', 'fruit_sec', 'legume', 'balsamique', 'fruite', 'frais', 'epice', 'lactone', 'boise', 'phenole', 'fruit_exotique', 'vegetal', 'oleagineux', 'coumarine', 'cuir']"
67785-76-6,"['vegetal_vert', 'frais', 'fleur_du_jardin', 'vegetal']"
67785-77-7,"['vegetal_sec', 'fruit_sec', 'fruit_a_noyau', 'vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert']"
67801-20-1,"['musque', 'animal', 'bois', 'vegetal']"
67801-33-6,"['vegetal', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras', 'fermentaire']"
68908-82-7,"['fleur_d_arbuste', 'floral']"
67801-38-1,['fleur_du_jardin']
67801-44-9,"['fruit_a_pepins', 'fruite']"
67801-47-2,"['citronne', 'agrume', 'fleur_d_arbre', 'floral', 'mielle']"
67801-64-3,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
67801-65-4,"['legume', 'vegetal', 'fruite', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
67828-71-1,['empyreumatique']
67845-28-7,"['frais', 'vegetal_vert', 'vegetal']"
67845-30-1,"['vegetal', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
67845-34-5,"['gras', 'fruit_sec', 'empyreumatique', 'oleagineux', 'fruite']"
67845-42-5,"['vegetal', 'fruite', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
67845-46-9,"['vegetal_sec', 'chimique', 'vegetal', 'peponide', 'fruite', 'frais']"
67845-50-5,"['resineux', 'citronne', 'bois', 'agrume', 'vegetal', 'fruite', 'fleur_d_arbuste', 'frais', 'floral', 'phenole']"
67859-96-5,"['chimique', 'vegetal', 'aldehyde', 'frais', 'fleur_d_arbuste', 'vegetal_vert', 'plante_aromatique', 'medicinal', 'phenole', 'aldehyde_frais', 'gras']"
67860-01-9,['fruit_rouge']
67860-38-2,"['empyreumatique', 'cuit']"
67874-67-3,"['floral', 'mielle', 'fleur_d_arbre', 'fruite']"
67874-69-5,"['fruit_a_pepins', 'doux', 'fleur_du_jardin', 'fleur_d_arbre', 'fruite', 'fleur_d_arbuste', 'mielle']"
67874-72-0,"['resineux', 'sucre_cuit', 'pin', 'fruit_cuit', 'empyreumatique', 'bois', 'vegetal', 'fruite', 'frais', 'phenole', 'fruit_rouge', 'cuit']"
67874-77-5,"['fleur_d_arbuste', 'floral']"
67874-78-6,"['fleur_d_arbuste', 'floral', 'lactone', 'fruit_a_noyau']"
67874-81-1,"['moisi', 'terreux', 'animal', 'fermentaire']"
67883-79-8,"['fruite', 'frais', 'racine', 'vegetal_vert', 'aldehyde_frais', 'boise', 'fruit_exotique', 'soufre', 'moisi', 'vegetal', 'aldehyde', 'crucifere', 'fermentaire']"
67905-40-2,"['fruit_rouge', 'fruit_sec', 'fruit_a_noyau']"
67919-67-9,"['musque', 'animal']"
67923-82-4,"['vegetal', 'fleur_d_arbuste', 'vegetal_vert', 'plante_aromatique', 'floral']"
67923-85-7,"['floral', 'lactique', 'fleur_du_jardin']"
67936-13-4,"['lactique', 'empyreumatique', 'lacte', 'malte']"
67952-59-4,"['frais', 'vegetal_vert', 'empyreumatique', 'vegetal', 'cuit']"
67952-60-7,"['lactique', 'vegetal_sec', 'doux', 'empyreumatique', 'torrefie', 'lacte', 'vegetal', 'malte']"
67952-65-2,"['doux', 'sucre_cuit', 'fruit_sec', 'amande_amere', 'fruite', 'cuit', 'empyreumatique', 'oleagineux', 'vegetal', 'pyrazique', 'gras', 'fermentaire']"
67952-68-5,"['moisi', 'fermentaire']"
67999-56-8,"['vegetal', 'fruite', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
68039-24-7,"['frais', 'citronne', 'fruite']"
68039-26-9,['fruit_a_pepins']
68039-29-2,"['fleur_d_arbuste', 'frais', 'vegetal_vert', 'fleur_du_jardin', 'vegetal']"
68039-39-4,"['fleur_du_jardin', 'vegetal', 'aldehyde', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
68039-44-1,"['fruit_a_noyau', 'vegetal', 'frais', 'vegetal_vert', 'lactone']"
68039-47-4,"['soufre', 'chimique', 'legume', 'vegetal', 'fleur_d_arbuste', 'mineral', 'floral', 'vegetal_vert', 'metal', 'frais', 'crucifere']"
68039-48-5,"['frais', 'vegetal_vert', 'gras', 'vegetal']"
68039-49-6,"['fleur_du_jardin', 'vegetal', 'vegetal_vert', 'aldehyde_frais', 'gras']"
68039-69-0,"['fruit_a_pepins', 'doux', 'fruit_sec', 'fruit_a_noyau', 'vegetal', 'frais', 'vegetal_vert']"
68039-73-6,"['fleur_d_arbuste', 'lactone', 'fleur_du_jardin', 'fruit_a_noyau']"
68083-57-8,"['vegetal_vert', 'plante_aromatique', 'epice', 'agrume', 'vegetal', 'fruite']"
68083-58-9,"['doux', 'agrume', 'vegetal', 'fruite', 'fleur_d_arbuste', 'floral', 'vegetal_vert', 'gras']"
68084-03-7,"['empyreumatique', 'malte', 'cereale', 'cuit']"
68132-80-9,"['fleur_d_arbuste', 'floral', 'musque', 'animal']"
68133-72-2,"['vegetal_vert', 'chimique', 'gras', 'vegetal', 'fruite']"
