smiles,new_descriptors_added
CCCCCOC(CCC)OCC,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'woody', 'solvent', 'alcoholic beverages', 'sweet', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCCOC(OCC)C(C)C,"['roasted', 'chemical', 'vegetal', 'solvent', 'empyreumatic', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCc1cncc(C(C)=O)n1,"['pyrazic', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'fatty']"
CCCCCCCC=C(C=O)CCCCCC,"['mineral', 'fruity', 'metal', 'citrus']"
CC=CC(=O)OCc1ccco1,"['fermented', 'woody', 'musty']"
CCOC(C)OCC(C)CC,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'woody', 'fatty', 'solvent', 'oleaginous', 'alcoholic beverages', 'sweet', 'phenolic', 'fruity', 'green vegetal', 'medicinal', 'dried fruit', 'fresh']"
CCC(C)COC(C)OCCC(C)C,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'woody', 'fatty', 'solvent', 'oleaginous', 'alcoholic beverages', 'sweet', 'phenolic', 'fruity', 'green vegetal', 'medicinal', 'dried fruit', 'fresh']"
CCCCOC(C)OCCC(C)C,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'woody', 'solvent', 'alcoholic beverages', 'sweet', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCOC(OCCC(C)C)C(C)C,"['roasted', 'chemical', 'vegetal', 'solvent', 'empyreumatic', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCCCCOC(C)OCCC(C)C,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'woody', 'solvent', 'alcoholic beverages', 'sweet', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCCOC(C)OCCC(C)C,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'solvent', 'sweet', 'alcoholic beverages', 'phenolic', 'green vegetal', 'woody', 'fresh', 'medicinal']"
C=C(C)C=CSC,"['vegetable', 'vegetal', 'sulphur', 'alliaceous']"
CCCC=CO,"['vegetal', 'green vegetal', 'fresh']"
CCCCCC=C(C)O,"['vegetal', 'green vegetal', 'fresh']"
CSCSC(=O)C(C)C,"['vegetal', 'empyreumatic', 'dairy', 'fermented', 'green vegetal', 'fresh']"
CCCCC=COC(=O)c1ccccc1,"['vegetal', 'green vegetal', 'fresh', 'sweet']"
CCCC=CC(=O)OC=CCCCC,"['vegetal', 'peponide', 'fresh', 'green vegetal', 'fruit with pip']"
O=C1C=CCCCCCCO1,"['balsamic', 'vegetal', 'lactone', 'sweet', 'oleaginous', 'dry vegetal', 'dried fruit', 'fatty', 'tropical fruit', 'fresh', 'woody']"
CCCC=CC=CC=CC=O,"['fruity', 'citrus', 'amine']"
O=C(CCO)c1cccs1,"['cooked', 'cooked sugar', 'sweet', 'empyreumatic']"
CCCCCC(=S)OC,"['vegetal', 'dairy', 'fermented', 'green vegetal', 'fresh']"
O=CC(=Cc1ccccc1)c1ccco1,['honeyed']
CCCCCCCCCCC(=O)OCCC(C)C,"['bush flower', 'floral', 'fatty', 'sweet']"
CCCCCCC=COC(=O)CC,"['vegetal', 'fruit with pip', 'tropical fruit', 'fresh', 'green vegetal']"
CCCCC=COC(=O)CCC,"['vegetal', 'green vegetal', 'fresh']"
CCC=CC(=O)OC(C)C,"['vegetal', 'chemical', 'green vegetal', 'fresh', 'solvent']"
CCC=C(C)OC=O,"['floral', 'vegetal', 'chemical', 'solvent', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal', 'fresh']"
CC1=CC(S)C(C(C)C)CC1,['citrus']
CCC1(CC)CSSS1,"['vegetal', 'vegetable', 'sulphur', 'alliaceous']"
CCCCC=COC(=O)C(C)C,"['vegetal', 'fruit with pip', 'tropical fruit', 'green vegetal']"
CCCCCCCCCC=CC(=O)OC,"['vegetal', 'peponide', 'green vegetal', 'fruit with pip', 'fresh']"
CCCCCCCC1OC1C=O,"['vegetal', 'aldehydic', 'fatty', 'fruity', 'green vegetal', 'citrus']"
CCCCCc1nc(C)cs1,['vegetal']
COc1ccccc1CC1CC1,['fresh']
CCC1SC(CC(C)C)N=C1C,"['malt', 'cocoa', 'vegetal', 'sweet', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'fatty']"
CCc1nc(C)sc1CC,"['vegetal', 'fatty', 'oleaginous', 'empyreumatic', 'fruity', 'green vegetal', 'dried fruit', 'fresh']"
CC(C)CCOC(OCCC(C)C)C(C)C,"['roasted', 'chemical', 'vegetal', 'solvent', 'empyreumatic', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CC(C)CCOC(CC(C)C)OCCC(C)C,"['roasted', 'chemical', 'vegetal', 'solvent', 'empyreumatic', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CC(C)=CC(=O)C=C1COC1=O,"['vegetal', 'chemical', 'mint', 'dry vegetal', 'phenolic', 'fruity', 'green vegetal', 'medicinal', 'citrus', 'fresh']"
CCCCCCCCCC(=O)OCCC(C)CCC=C(C)C,['bush flower']
CCCCC=CC1OC(=O)CC1C,"['vegetal', 'fatty', 'oleaginous', 'dairy', 'fruity', 'green vegetal', 'dried fruit', 'fresh']"
CCCCCC(C)OC(=O)CC(C)C,"['floral', 'chemical', 'vegetal', 'fatty', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal', 'fresh']"
CCCCCCCOC(=O)CCC(C)C,"['chemical', 'fermented', 'floral', 'fatty', 'alcoholic beverages', 'fermented drink']"
CCCCCCCCCCOC(=O)CCC(C)C,['fatty']
CCOC(=O)C(C)CSC,"['vegetal', 'vegetable', 'green vegetal', 'sulphur', 'fresh']"
CCCCCCCCOC(=O)CCC(C)C,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'fresh', 'alcoholic beverages', 'sweet', 'green vegetal', 'woody', 'fatty']"
CCCCCCC(=O)CSC,"['cooked', 'vegetal', 'empyreumatic', 'dairy', 'fermented', 'fruity', 'citrus']"
CCCCCC(=O)CSCCC,"['bush flower', 'berry', 'fruity', 'black fruit', 'citrus']"
CCCCCCCC1(C(=O)O)CC1,"['vegetal', 'green vegetal', 'fresh', 'sweet']"
CCCCCCCCCCCCCC(=O)OCC=Cc1ccccc1,"['woody', 'sweet']"
COC(C=Cc1ccccc1)OC(C)=O,"['woody', 'sweet']"
CC(=O)OC1(C(C)C)CCCCC1,"['chemical', 'vegetal', 'mint', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
Cc1nc(C)c(CC(C)C)o1,"['vegetal', 'fresh', 'green vegetal', 'empyreumatic']"
COC(C)OC(C)OCc1ccccc1,"['vegetal', 'green vegetal', 'fresh']"
CCCCCC(OCC(C)C)OCC(C)C,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'fresh', 'alcoholic beverages', 'sweet', 'fruity', 'green vegetal', 'woody', 'fruit with pip', 'fatty']"
CCCC(CC=O)SC(C)=O,['citrus']
CCCCCCCCCCCC(=O)OC(C)CCC,"['floral', 'chemical', 'alcoholic beverages', 'fermented drink', 'dairy']"
CCCCC=CC=CO,"['earthy', 'garden flower', 'floral', 'vegetal', 'musty', 'fermented', 'green vegetal', 'woody', 'fresh']"
CCCCCCCC=CC=CO,"['earthy', 'garden flower', 'floral', 'vegetal', 'musty', 'fermented', 'green vegetal', 'woody', 'fresh']"
CCOC(C)c1cnccn1,"['vegetable', 'vegetal', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'fatty']"
CCCCCCC=CCC(=O)OCC,"['vegetal', 'green vegetal', 'fruit with pip', 'fresh']"
CC(S)C(=O)OCC1CCCO1,['fruity']
CC1SC(C)N2CCCC2S1,['empyreumatic']
CC(C)CCCOC(=O)CC(C)C,"['vegetal', 'green vegetal', 'fresh']"
CCC1SC(C(C)CC)N=C1C,"['malt', 'cocoa', 'vegetal', 'sweet', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'fatty']"
CCCCC=COC(=O)C=Cc1ccccc1,"['vegetal', 'green vegetal', 'woody', 'fresh', 'sweet']"
CCC=C(C)SC,"['dairy', 'cooked', 'empyreumatic']"
CC=Cc1ccc(OCCCC)c(OC)c1,"['chemical', 'phenolic', 'medicinal', 'woody']"
CCC1CCc2nccnc21,"['oleaginous', 'empyreumatic', 'fermented', 'fruity', 'dried fruit', 'fatty']"
C=C(C)C=COC(=O)c1ccccc1,"['dry vegetal', 'vegetal', 'woody']"
CC=CC(=S)OCC,"['fruit with pip', 'stone fruit']"
CCCCC=COC(=O)c1ccc(OC)cc1,"['vegetal', 'green vegetal', 'fresh']"
CCCCCCCC=CO,"['vegetal', 'fruity', 'green vegetal', 'peponide']"
CCCCCCC(S)C=O,"['vegetal', 'citrus', 'green vegetal']"
CCCCCCC(OC(C)=O)C(=O)OCC,"['floral', 'chemical', 'alcoholic beverages', 'fermented drink', 'fermented', 'fatty']"
CCCC(C)OC(=O)C(C)O,"['cooked', 'floral', 'chemical', 'sweet', 'fermented drink', 'empyreumatic', 'alcoholic beverages', 'fermented', 'cooked sugar', 'fatty']"
CCCCC(=S)OCC,"['dairy', 'fermented']"
CC(C)CCOC(CC(C)C)OCC(C)C,"['roasted', 'balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'woody', 'solvent', 'alcoholic beverages', 'empyreumatic', 'sweet', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CC(=O)c1cccnc1C(C)C,"['garden flower', 'fresh aldehydic', 'floral', 'vegetal', 'aldehydic', 'fatty', 'green vegetal', 'fresh']"
CCC=CCC(=O)OCCCC,"['vegetal', 'fruit with pip', 'fresh', 'green vegetal']"
C=C(C)C(=S)OCC,"['vegetable', 'vegetal', 'stone fruit', 'sulphur', 'fruit with pip', 'alliaceous']"
CS1=CNCC1,"['vegetal', 'vegetable', 'sulphur', 'alliaceous']"
C=C(C)C(=S)OCCCC,"['fruit with pip', 'stone fruit']"
CC1=CC(C=O)C(C(C)C)CC1,"['bush flower', 'vegetal', 'floral', 'fruity', 'green vegetal', 'citrus', 'fresh']"
CC=C(OCC)C(=O)OCC,"['garden flower', 'cooked', 'floral', 'sweet', 'empyreumatic', 'fruit with pip', 'cooked sugar']"
CCCC(O)SCC,"['fruity', 'cooked', 'dried fruit', 'fatty', 'oleaginous', 'empyreumatic']"
CCOC(=S)C(CC)C(C)=O,"['cooked', 'empyreumatic']"
CCCCCc1csc(C)n1,"['vegetal', 'cooked', 'green vegetal', 'fresh', 'empyreumatic']"
CCCCOC(C)OCC(C)CC,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'woody', 'solvent', 'alcoholic beverages', 'sweet', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCCCCC=COC(=O)CC(C)C,"['vegetal', 'fruit with pip', 'fresh', 'green vegetal']"
CCCC(CS)OC(C)=O,"['vegetable', 'vegetal', 'green vegetal', 'citrus', 'fresh']"
CC(=O)OCCCC(C)c1ccccc1,"['vegetal', 'green vegetal']"
CCCCC(=O)OCCC1CCCCC1,['fruit with pip']
CCCCCOC(C)OCCCC,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'woody', 'solvent', 'alcoholic beverages', 'sweet', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCCCCC(OCC)OCCC(C)C,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'alcoholic beverages', 'sweet', 'fruity', 'green vegetal', 'woody', 'fruit with pip', 'fresh']"
CCC(C)CC(=O)OCCC(C)C,"['vegetal', 'dry vegetal', 'fruit with pip', 'fatty']"
CC(C)CC(=O)OCCC1CCCCC1,['fruit with pip']
CCCCCCOC(CCCCC)OCC,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'fresh', 'alcoholic beverages', 'sweet', 'fruity', 'green vegetal', 'woody', 'fruit with pip', 'fatty']"
CCCCCCOC(C)OCc1ccccc1,"['vegetal', 'green vegetal', 'fresh']"
CCCCCCOC(CCCC)OCCCCCC,"['vegetal', 'chemical', 'solvent', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCCCOC(CC(C)CCCC(C)(C)O)OCCCC,"['vegetal', 'green vegetal', 'fresh']"
CCCCCCCCCC(=O)OCCCc1ccccc1,"['vegetal', 'green vegetal', 'fatty', 'fresh', 'tropical fruit']"
COc1cnc(C)c(C)n1,['fermented']
CC1(C)CSSC1=O,"['vegetal', 'vegetable', 'empyreumatic']"
CCCCCCCC(CC=O)SC,"['cooked', 'sulphur', 'empyreumatic']"
CCCCCC(=O)CCS,"['oleaginous', 'nutty', 'fruit with pip', 'dried fruit', 'fatty']"
CCC(C)(C=O)Sc1ccco1,"['empyreumatic', 'cooked']"
CCCCCCCC=CC(=O)OCC(C)C,"['vegetal', 'fresh', 'green vegetal', 'fruit with pip', 'tropical fruit']"
COC(=S)CCc1ccco1,"['empyreumatic', 'roasted']"
CC=Cc1ccc(O)c(OC)c1OC,"['smoked', 'empyreumatic']"
CCCCCC=CC=CC=CO,"['vegetal', 'chemical', 'green vegetal', 'amine', 'fresh']"
CC(=O)OC1=C(C(C)C)CCC(C)=C1,['red berry']
C=C(C)C=COC(=O)CCCCC,"['vegetal', 'green vegetal', 'fresh']"
CC(=O)OC(O)CC(C)CCC=C(C)C,"['vegetal', 'green vegetal', 'fresh']"
CC(=O)SC1CCOC1C,"['cooked', 'empyreumatic']"
c1ccc(CCCc2ccn[nH]2)cc1,['empyreumatic']
CCCC=CC(OCCCCCC)OCCCCCC,"['vegetal', 'green vegetal', 'fresh']"
CCCCCCOC(C)OCCCCC,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'woody', 'solvent', 'alcoholic beverages', 'sweet', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCCCCCOC(C)OCCCC,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'woody', 'solvent', 'alcoholic beverages', 'sweet', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCCCCCCOC(=O)C(C)(O)C(=O)CCC,"['dairy', 'fatty']"
CCCCCCOC(CC(C)C)OCCCCCC,"['roasted', 'chemical', 'vegetal', 'solvent', 'empyreumatic', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCCCCC(OCCCC)OCCC(C)C,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'fresh', 'alcoholic beverages', 'sweet', 'fruity', 'green vegetal', 'woody', 'fruit with pip', 'fatty']"
CCCCCCCCCCCC(OCCCCCC)OCCCCCC,"['vegetal', 'green vegetal', 'fresh']"
CC(=S)Oc1ccccc1C,"['cooked', 'empyreumatic']"
SCC1CC=CO1,"['cooked', 'empyreumatic']"
CCC(COC(C)=O)C(=O)OC,['empyreumatic']
CC(C)CCOC(OCC(C)C)C(C)C,"['roasted', 'chemical', 'vegetal', 'solvent', 'empyreumatic', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCOC(OCC(C)C)C(C)C,"['roasted', 'chemical', 'vegetal', 'solvent', 'empyreumatic', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCOC(CC(C)C)OCCC(C)C,"['roasted', 'balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'woody', 'solvent', 'alcoholic beverages', 'empyreumatic', 'sweet', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCCCC1OCCOC1=O,"['cooked', 'floral', 'chemical', 'lactone', 'stone fruit', 'sweet', 'fermented drink', 'empyreumatic', 'alcoholic beverages', 'fermented', 'cooked sugar']"
C=C(C)C=COC(=O)CCC,"['vegetal', 'fruit with pip', 'fresh', 'green vegetal']"
CCCCC=COC(=O)CCCCCCCCC,"['vegetal', 'green vegetal', 'fresh']"
CCCCCC1OCCOC1=O,"['floral', 'chemical', 'cooked', 'stone fruit', 'alcoholic beverages', 'fermented drink', 'sweet', 'empyreumatic', 'dairy', 'fermented', 'cooked sugar', 'fatty']"
CCCc1nc(CC)c(CC)s1,"['vegetal', 'green vegetal', 'fresh']"
CCCC(C)C(=S)OC,"['vegetal', 'fruity']"
CC(OCc1ccco1)SCc1ccco1,"['empyreumatic', 'roasted']"
CCCCCCOC(CCCCC)OCCCC,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'fresh', 'alcoholic beverages', 'sweet', 'fruity', 'green vegetal', 'woody', 'fruit with pip', 'fatty']"
CCOC(=O)C1(c2ccccc2)OC1(C)CC,['empyreumatic']
CCCCOC(=S)C(C)C,"['earthy', 'vegetable', 'vegetal', 'root', 'sulphur', 'musty', 'fermented', 'cruciferous', 'woody']"
CCC1CSSSC1(CC)CC,"['vegetable', 'vegetal', 'sulphur', 'green vegetal', 'fresh']"
CC(S)SS,"['vegetal', 'vegetable', 'sulphur', 'empyreumatic']"
CCC(C)C(=S)OCC(C)C,"['dairy', 'fermented', 'red berry']"
CCCCCCCC=COC(=O)CCC,"['vegetal', 'green vegetal', 'peponide', 'fresh']"
SC(S)CCSCCC(S)S,"['vegetable', 'vegetal', 'sulphur', 'green vegetal', 'fresh']"
O=C(O)c1ccc(O)c(O)c1,"['woody', 'sweet']"
NCCCC(=O)O,"['cooked', 'empyreumatic']"
OC1COC(O)C(O)C1O,"['cooked', 'empyreumatic', 'phenolic', 'cooked sugar', 'smoked']"
CC(O)C(C)O,"['dairy', 'fatty']"
O=c1ccc2ccccc2o1,"['vegetal', 'dry vegetal']"
O=C(O)c1ccccc1O,"['fruity', 'dried fruit', 'fatty', 'oleaginous']"
CS(C)=O,"['earthy', 'vegetable', 'vegetal', 'musty', 'sulphur', 'dairy', 'fermented', 'woody']"
CO,"['chemical', 'solvent', 'phenolic', 'medicinal', 'fresh']"
NCCCCN,['amine']
CCOCC,"['fresh', 'solvent', 'chemical']"
CS(C)(=O)=O,['empyreumatic']
CC1CO1,"['chemical', 'fresh', 'solvent']"
C=C(C)C=O,"['vegetal', 'garden flower', 'green vegetal', 'fresh']"
CC(=O)OC1(C(C)C)C=CC(C)CC1,"['vegetal', 'bush flower', 'fresh', 'fruity', 'phenolic', 'wood', 'woody', 'resinous', 'lemony', 'citrus']"
CC(CC=O)c1ccc(C(C)(C)C)cc1,"['vegetal', 'garden flower', 'fresh', 'green vegetal']"
CC1=C(O)C(=O)CC1,"['cooked', 'cooked sugar', 'sweet', 'empyreumatic']"
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,"['vegetal', 'aldehydic', 'animal', 'green vegetal']"
COc1ccccc1-c1ccccc1,['bush flower']
CC(=O)c1cccs1,"['oleaginous', 'fruity', 'dried fruit', 'fatty']"
CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C,['animal']
CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,"['bush flower', 'vegetal', 'aldehydic', 'sweet', 'green vegetal', 'woody', 'fatty']"
O=C1CCCCC1C1CCCCC1,"['garden flower', 'floral', 'chemical']"
OC(c1ccccc1)c1ccccc1,"['vegetal', 'bush flower', 'green vegetal', 'floral', 'fresh']"
Cc1ccccc1C,"['garden flower', 'floral']"
OCc1ccco1,"['roasted', 'cooked', 'chemical', 'solvent', 'empyreumatic', 'fermented', 'phenolic', 'medicinal', 'cooked sugar', 'fresh']"
O=C1CCC(C(=O)O)N1,"['chemical', 'fresh', 'solvent']"
CC1CCC(C(C)C)CC1,"['phenolic', 'wood', 'vegetal', 'woody', 'resinous', 'fresh']"
CC(=O)c1ccc(Cl)cc1,"['vegetal', 'dry vegetal']"
BrC=Cc1ccccc1,"['vegetal', 'garden flower', 'floral', 'green vegetal', 'fresh']"
CCCC(=O)OC(=O)CCC,"['dairy', 'fatty']"
C#CCO,['garden flower']
CC(O)CNCC(C)O,['amine']
CC(O)COCC(C)O,"['chemical', 'solvent', 'phenolic', 'medicinal', 'fresh']"
OCCNCCO,['amine']
COCCOCCO,['fermented']
CCCCCCCCCCCC(=O)OC,"['earthy', 'balsamic', 'vegetal', 'lactone', 'aldehydic', 'musty', 'oleaginous', 'sweet', 'dairy', 'dry vegetal', 'fruity', 'green vegetal', 'dried fruit', 'fresh', 'fatty', 'tropical fruit', 'coumarin', 'fermented', 'woody']"
CCOCCOCCO,"['fresh', 'solvent', 'chemical']"
COC,"['fresh', 'solvent', 'chemical']"
Nc1ccccc1C(=O)OCCc1ccccc1,"['garden flower', 'bush flower', 'fruity', 'honeyed', 'fruit with pip', 'citrus']"
CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,['fruit with pip']
CCCCCCCC1CCCC1=O,"['floral', 'bush flower', 'lactone', 'stone fruit', 'fatty']"
C1CCOCC1,"['chemical', 'fresh', 'solvent']"
CCCCCCC,"['chemical', 'fresh', 'solvent']"
C=C(C)C1CCC2(C)CCC=C(C)C2C1,"['woody', 'balsamic', 'sweet']"
CC1CCC2CC1C2(C)C,"['vegetal', 'sweet', 'phenolic', 'wood', 'woody', 'resinous']"
COc1ccc2ccc(=O)oc2c1CC=C(C)C,['fermented']
O=C1CCCCCCCCCCCCCC1,['floral']
C1CSCSC1,"['vegetal', 'vegetable', 'sulphur', 'empyreumatic']"
CC1=CCC2C(C)=CCC(C(C)C)C2C1,"['vegetal', 'green vegetal', 'fresh']"
COc1ccc2ccc(=O)oc2c1,['woody']
CCCCCOC(=O)CCC,"['red berry', 'cherry']"
CCCC(N)=O,"['fruity', 'dried fruit', 'fatty', 'oleaginous']"
CC1C(=O)CC2(C(C)C)CC12,"['wood', 'vegetal', 'resinous']"
CSC#N,"['vegetal', 'vegetable', 'sulphur', 'alliaceous']"
CC1CCCCC1O,"['balsamic', 'vegetal', 'lactone', 'fresh', 'oleaginous', 'sweet', 'dry vegetal', 'fruity', 'woody', 'dried fruit', 'tropical fruit', 'fatty', 'coumarin']"
CC(C)=C1CCC(C)(O)CC1,"['phenolic', 'wood', 'vegetal', 'woody', 'resinous', 'fresh']"
CC1CCCC(O)C1,"['balsamic', 'barrel aged alcohol', 'chemical', 'sweet', 'alcoholic beverages', 'fermented', 'woody', 'fresh']"
CC1CC=CCC1,"['fruity', 'citrus']"
CC1C=CCCC1,"['fruity', 'citrus']"
CC1=CCCCC1,"['fruity', 'fresh', 'citrus']"
OCCOCc1ccccc1,"['floral', 'bush flower']"
N#CCCCCCCC#N,"['fruity', 'citrus']"
CCCCCCCCCCCCCCCCCC=O,['fatty']
Cc1cc(C)oc(=O)c1,"['cooked', 'vegetal', 'empyreumatic', 'green vegetal', 'woody', 'cooked sugar', 'fresh']"
C=COCCCCCCCCCC,"['floral', 'bush flower']"
O=C1CCCCC1=O,"['cooked', 'oleaginous', 'empyreumatic', 'fruity', 'cooked sugar', 'dried fruit', 'fatty']"
CCCCOc1ccccc1,['fresh']
CC(C)CCCCCCC=O,"['bush flower', 'vegetal', 'green vegetal', 'fruity', 'citrus', 'fresh']"
COC(=O)c1ccoc1,"['floral', 'chemical', 'alcoholic beverages', 'fermented drink', 'fermented']"
CC=CC(C)O,"['vegetal', 'green vegetal', 'fresh']"
CC(=O)c1cc2ccccc2o1,"['balsamic', 'vegetal', 'tree flower', 'dry vegetal', 'honeyed', 'fruity', 'woody', 'fresh']"
CCCCCCC1OCC(CO)O1,"['vegetal', 'green vegetal', 'fresh']"
C=Cc1scnc1C,"['malt', 'roasted', 'vegetal', 'oleaginous', 'empyreumatic', 'fermented', 'fruity', 'dried fruit', 'fatty']"
CCCCOC(=O)c1ccccc1O,"['vegetal', 'green vegetal', 'fresh']"
Cc1cccc(C(C)(C)C)c1O,"['chemical', 'animal']"
CC1(O)CC2CCC1(C)C2(C)C,['fermented']
Cc1ccc(O)c(C(C)(C)C)c1,"['phenolic', 'chemical', 'animal']"
C=CC(C)CCC=C(C)C,"['fruity', 'bush flower', 'citrus']"
CCCCCCCCCCCC#N,"['mineral', 'fruity', 'metal', 'citrus']"
Cc1ccc2ccc(=O)oc2c1,"['balsamic', 'floral', 'vegetal', 'lactone', 'oleaginous', 'dry vegetal', 'fruity', 'dried fruit', 'fatty', 'tropical fruit', 'fresh', 'woody']"
CCOC(=O)COc1ccccc1,"['vegetal', 'bush flower', 'green vegetal', 'fresh']"
CCC(=O)OC1CC2(C)CCC1C2(C)C,"['floral', 'vegetal', 'bush flower', 'chemical', 'sweet', 'mint', 'phenolic', 'wood', 'green vegetal', 'resinous', 'fresh', 'medicinal']"
CC1=CCC2(C(C)C)CC12,"['vegetal', 'green vegetal', 'fresh']"
CC1CCCC(C)(C)C1,"['vegetal', 'green vegetal', 'fresh']"
O=C1CCCCCCCCCOCCCCCO1,"['balsamic', 'woody', 'fatty']"
CC(=O)c1occc1O,"['cooked', 'cooked sugar', 'sweet', 'empyreumatic']"
Cc1cccc(Oc2ccccc2)c1,"['garden flower', 'bush flower']"
C=C(C)C1CCC(C)(O)C1C,"['chemical', 'vegetal', 'fresh', 'mint', 'fruity', 'phenolic', 'green vegetal', 'medicinal', 'citrus']"
CCC=CC=CC=O,"['vegetal', 'chemical', 'woody', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CC1=CCC(C(=O)O)CC1,"['vegetal', 'animal', 'phenolic', 'wood', 'woody', 'resinous']"
CCCCCC1CCCC1=O,"['balsamic', 'bush flower', 'vegetal', 'lactone', 'oleaginous', 'sweet', 'dry vegetal', 'fruity', 'green vegetal', 'dried fruit', 'fresh', 'fatty', 'tropical fruit', 'coumarin', 'woody']"
C1CSCS1,"['vegetal', 'vegetable', 'sulphur', 'alliaceous']"
C=CC(C)CCCC(C)C,"['vegetal', 'phenolic', 'wood', 'resinous', 'fresh']"
CC1SCCS1,"['vegetal', 'sulphur', 'empyreumatic', 'phenolic', 'smoked']"
O=C1CCCCCCCCCCOCCCCO1,['animal']
Cc1cnc2ccccc2n1,"['dried fruit', 'fatty', 'oleaginous', 'empyreumatic']"
C=CCOC(=O)c1ccccc1N,"['vegetal', 'fruity', 'green vegetal', 'fruit with pip', 'fresh']"
CC(=O)OCC(C)c1ccccc1,"['vegetal', 'garden flower', 'green vegetal', 'fresh']"
O=COC1CCC2CCCCC2C1,"['vegetal', 'wood', 'fatty']"
CCCCCCC#CC(OC)OC,"['vegetal', 'garden flower', 'floral', 'green vegetal']"
CCC(=O)c1cccs1,"['dairy', 'cooked', 'cooked sugar', 'sweet', 'empyreumatic']"
CC(C)c1ccc(C#N)cc1,"['vegetal', 'green vegetal', 'fresh']"
CC(C)=CCCC(C)C1(O)CC=C(C)CC1,"['fruity', 'citrus']"
C=C1CC2CCC1C2(C)C,"['chemical', 'vegetal', 'mint', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CC(C)CCOCc1ccccc1,"['vegetal', 'bush flower', 'fresh', 'green vegetal']"
CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,"['chemical', 'fresh', 'solvent']"
C=CC(=C)CCC=C(C)C,"['floral', 'vegetal', 'bush flower', 'sweet', 'aromatic plant', 'green vegetal']"
C1CCNC1,['amine']
CCCCCCCC#N,"['vegetal', 'green vegetal', 'fresh']"
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,"['chemical', 'vegetal', 'mint', 'green vegetal', 'medicinal', 'fresh']"
OCCCOCCCO,"['chemical', 'solvent', 'phenolic', 'medicinal', 'fresh']"
COC(=O)c1ccccc1C,"['sweet', 'tree flower', 'fruity', 'honeyed', 'fruit with pip']"
CC=CCCCCCC,"['fruity', 'citrus']"
CCC1OC(C)=C(O)C1=O,"['cooked', 'cooked sugar', 'empyreumatic']"
CC(C)Cc1cnccn1,"['vegetal', 'green vegetal', 'fresh']"
C=Cc1cncc(CC)n1,"['dairy', 'vegetal', 'vegetable', 'fatty']"
CC1CSCS1,"['vegetal', 'vegetable', 'sulphur']"
