smiles,new_descriptors_added
CC1=CCC(C)C(C)C12C=CC(C)O2,['black fruit']
CCC(=CCC(C)CCO)CC,"['green vegetal', 'fatty', 'garden flower', 'vegetal']"
CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1)C2,"['wood', 'vegetal', 'phenolic', 'fresh', 'resinous', 'woody', 'sweet']"
CCCCCC1=CC(=O)CCC1,"['oleaginous', 'fruity', 'vegetal', 'coumarin', 'dried fruit', 'citrus', 'balsamic', 'dry vegetal', 'fresh', 'fatty', 'garden flower', 'tropical fruit', 'woody', 'sweet']"
Cc1cccc(CCCCCO)c1,"['bush flower', 'garden flower']"
CC1(C)C2CC=C(CCC=O)C1C2,"['wood', 'oleaginous', 'fruity', 'dried fruit', 'vegetal', 'phenolic', 'green vegetal', 'fatty', 'resinous', 'woody', 'sweet']"
CC1OCC(c2ccccc2)O1,['garden flower']
CC(C)C1CCC2CC(=O)CCC2C1,"['green vegetal', 'fresh', 'fruity', 'vegetal', 'citrus']"
CCOC(=O)C1=C(C)C=CCC1(C)C,"['fruit with pip', 'bush flower', 'fruity']"
C=C(OCC)C1C(C)(C)CC(=O)CC1(C)C,"['vegetal', 'balsamic', 'dry vegetal', 'sweet']"
CC1OC(C)C2Cc3ccccc3C2O1,"['fruity', 'vegetal', 'citrus', 'green vegetal', 'fresh', 'garden flower']"
COC(=O)C1C(C)=CCCC1(C)C,"['vegetal', 'mint', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'medicinal']"
CC(C)C(=O)OCC1=CCC2CC1C2(C)C,"['wood', 'phenolic', 'fresh', 'resinous', 'vegetal']"
CC12CCC(C1)C(C)(C)C2(C)O,"['green vegetal', 'fresh', 'vegetal']"
OCC1CCC2C3CCC(C3)C12,"['vegetal', 'mint', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'medicinal']"
C=C1CC(C)OC(c2ccccc2)C1,"['green vegetal', 'fresh', 'garden flower', 'vegetal']"
CC1CCC2C(C)(C)C3CC12CC1OC13C,"['wood', 'vegetal', 'balsamic', 'dry vegetal', 'sweet']"
CCCc1ncc(C)nc1C,"['fruity', 'empyreumatic', 'dried fruit', 'fatty', 'oleaginous']"
CC(C)(C)c1cnccn1,"['fruity', 'empyreumatic', 'dried fruit', 'vegetal', 'green vegetal', 'fatty', 'fresh', 'aromatic plant', 'oleaginous']"
CC1=CC=CC(C)(C)CC1=O,"['vegetal', 'green vegetal', 'fresh', 'aromatic plant']"
CSC(SC)SC,"['fermented', 'woody']"
COC(=O)CC1CCCCC1,"['honeyed', 'tropical fruit', 'sweet']"
CC=CCC(=O)OCCCC,"['floral', 'garden flower']"
CCC#CCCCCC,"['vegetable', 'fresh aldehydic', 'vegetal', 'aldehydic', 'green vegetal', 'fresh', 'fatty', 'cucurbitacea']"
COc1cc(CC=O)ccc1O,"['balsamic', 'woody', 'sweet']"
OCCCCCCCc1ccccc1,"['floral', 'bush flower']"
CCOc1cc(C=O)ccc1OC(C)=O,"['empyreumatic', 'cooked', 'dairy', 'floral', 'balsamic', 'woody', 'cooked sugar', 'sweet']"
CC(CC(C)(C)C#N)c1ccccc1,"['green vegetal', 'empyreumatic', 'fruity', 'vegetal']"
CCOC(=O)C12CCCC1C1CCC2C1,"['balsamic', 'chemical', 'alcoholic beverages', 'barrel aged alcohol', 'woody']"
C=C(C)C1CCC(C)=C1CC(C)(C)COC(=O)CC,['musky']
OCC1CC2CC1C1CCC(CO)C21,"['wood', 'animal', 'musky', 'vegetal', 'balsamic', 'woody']"
CCOC(=O)C(C)C1CCCCC1,"['fruit with pip', 'green vegetal', 'fresh', 'vegetal']"
CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,"['honeyed', 'sweet']"
CC(=O)OCC1CCC2C3CCC(C3)C12,"['balsamic', 'wood', 'vegetal', 'sweet']"
O=CC1CCC2C3CCC(C3)C12,"['green vegetal', 'fatty', 'fruity', 'vegetal', 'peponide']"
CC1=CC(=O)C23CC1C(C)(C)C2CCC3C,"['wood', 'resinous', 'vegetal']"
C#CC1(OC(C)=O)CCCCC1C(C)CC,"['balsamic', 'sweet']"
COC1(C)CCCCCCCCCCC1,"['animal', 'musky', 'vegetal', 'balsamic', 'green vegetal', 'aromatic plant', 'sweet']"
CCCC1C2C=CC(C2)C1C=O,"['animal', 'green vegetal', 'fatty', 'fresh', 'vegetal']"
CC1CCC2C(C)(C)C3CC12CCC3(C)OC=O,"['wood', 'vegetal', 'balsamic', 'green vegetal', 'resinous', 'sweet']"
COC(C)(C)CCCC(C)C(C)O,"['wood', 'vegetal', 'aldehydic', 'green vegetal', 'fatty']"
COCOC1CCCCCCCCCCC1,"['wood', 'vegetal', 'balsamic', 'resinous', 'sweet']"
C=CC1(OC(C)=O)CCCCC1C(C)CC,"['animal', 'musky', 'balsamic', 'sweet']"
CCCCCCC1C(=O)CCC1C(=O)OC,"['green vegetal', 'fatty', 'vegetal']"
COC(=O)c1ccccc1N=Cc1ccccc1,"['nutty', 'dried fruit', 'red berry', 'bitter almond', 'fatty', 'oleaginous']"
CC(=O)c1scnc1C,"['fatty', 'empyreumatic', 'fruity', 'dried fruit', 'oleaginous']"
CCc1sc(C)nc1C,"['fatty', 'empyreumatic', 'fruity', 'dried fruit', 'oleaginous']"
c1nc2c(o1)CCCCCCCCCC2,"['green vegetal', 'fresh', 'vegetal']"
CC(=O)OCCCCCCC(C)C,['garden flower']
CC(C)=CCCC(C)CC(C)O,"['fresh', 'fruity', 'lemony']"
C=CC(C)(CCC1OC1(C)C)OC(C)=O,"['citrus', 'fruity', 'lemony']"
C=C(O)C(C)CCCC(C)C,"['wood', 'phenolic', 'fresh', 'resinous', 'vegetal']"
CC1CC2C3CCC(C3)C2CC1=O,"['wood', 'red berry', 'vegetal', 'phenolic', 'fresh', 'resinous']"
O=CCOCCc1ccccc1,"['green vegetal', 'bush flower', 'fresh', 'garden flower', 'floral', 'vegetal']"
CC(=O)C1C2CCC(C2)C1(C)C,"['fruity', 'vegetal', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'aromatic plant', 'fruit with pip', 'medicinal']"
CCCC(C)C=Nc1ccccc1C(=O)OC,"['fruit with pip', 'green vegetal', 'fresh', 'vegetal']"
C#CCO.CCC(=O)CCC1C(C)=CCCC1(C)C,"['balsamic', 'metal', 'mineral', 'woody', 'sweet']"
CCCCCCCC(COC(C)=O)OC(C)=O,['garden flower']
CCC(C)C(=O)N(C)c1ccccc1,"['wood', 'fruity', 'vegetal', 'fatty', 'resinous']"
COC1CC2CC1C1CC(C=O)CC21,"['chemical', 'green vegetal', 'fatty', 'vegetal']"
CC1OCC2(CO1)CC1CCC2C1,"['green vegetal', 'fresh', 'aromatic plant', 'vegetal']"
CCOC(=O)OC1C(C)CCC(C)C1C,"['animal', 'phenolic', 'metal', 'bush flower', 'mineral']"
CCc1ccc(CC(C)(C)C#N)cc1,"['chemical', 'fresh']"
CCC(O)COC1CCCCC1C(C)(C)C,"['balsamic', 'animal', 'musky', 'sweet']"
CC1=CCC(CCC(C)CO)C1(C)C,"['wood', 'fruity', 'dried fruit', 'vegetal', 'fatty', 'oleaginous']"
COC(=O)C1OC1(C)C1CC2C=CC1C2,"['vegetal', 'green vegetal', 'fresh', 'bush flower', 'peponide']"
CCCCCCCCCCOCC=O,"['floral', 'bush flower']"
CCCCCCCCC=Nc1ccccc1C(=O)OC,"['green vegetal', 'fatty', 'bush flower', 'vegetal']"
CC1(C)CCCC2=C1CC(C#N)CC2,"['garden flower', 'fruity', 'floral']"
CCOC(=O)C1C(C)=C(C)CCC1(C)C,['bush flower']
CCCCC1COC2(CCCC2)O1,"['green vegetal', 'fresh', 'vegetal']"
CC(C)OCCOC(=O)c1ccccc1O,"['fruity', 'red berry', 'woody']"
CCCC(C)C1OCC(C)(CCC)CO1,"['green vegetal', 'fatty', 'vegetal']"
c1ccc(CCOC2CCCCC2)cc1,"['vegetal', 'red berry', 'mineral', 'metal', 'green vegetal', 'fresh', 'garden flower', 'woody', 'sweet']"
CC1(C)C2CC=C(CC=O)C1C2,"['wood', 'vegetal', 'phenolic', 'fresh', 'resinous']"
CC(C)CCCC(C)CC#N,"['fruity', 'lemony', 'vegetal', 'metal', 'mineral', 'green vegetal', 'fresh']"
C1CCCCCC2COCC2CCCC1,"['balsamic', 'sweet']"
CC(C)CC(C)CCCC(C)O,"['fermented', 'musty', 'vegetal', 'earthy', 'green vegetal', 'fresh', 'woody']"
CC1CC(C)(C)CC(=O)O1,"['fatty', 'fruity', 'dried fruit', 'oleaginous']"
CCC1OCC2(CO1)CC(C)=CCC2C,"['vegetal', 'aromatic plant', 'green vegetal']"
CCCCC(=O)C1=C(C)CCCC1(C)C,"['fruity', 'stone fruit', 'lactone']"
CCCCC1OC(=O)C2=C1CCC=C2,"['vegetal', 'aromatic plant', 'green vegetal']"
CC1=CC2C3CC(CC3O)C2C1C,"['vegetal', 'mint', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'medicinal']"
COc1c(C=O)c(C)cc2c1C(C)(C)CCC2(C)C,"['animal', 'musky', 'floral']"
CCC12CCC(C1)C(C1(O)CCCCC1)C2,['garden flower']
CC(=O)OC1CC2CCC1(C)OC2(C)C,"['vegetal', 'green vegetal', 'aromatic plant']"
CCCC(=O)OC(C)(C)C1CCC(C)C2=C(C1)C(C)CC2,"['bush flower', 'fruity', 'floral', 'stone fruit', 'sweet']"
CC(=O)C1(C)CCC23CC1C(C)(C)C2CCC3C,"['vegetal', 'green vegetal']"
CC(C)OC(=O)CC1=CCCCC1,"['honeyed', 'bush flower', 'floral']"
CC1CCC2(CCC(=O)O2)CC1,"['oleaginous', 'fruity', 'dried fruit', 'vegetal', 'balsamic', 'dry vegetal', 'fresh', 'fatty', 'tropical fruit', 'stone fruit', 'woody', 'sweet']"
CC(=S)OC(C)(C)C1CCC(C)CC1=O,"['berry', 'black fruit']"
CC1(C=O)CC(C)(C)C2CCCC=C21,"['fruity', 'berry', 'black fruit']"
CC1=CCC(C(C)CC2CCCC2=O)CC1,"['oleaginous', 'dried fruit', 'vegetal', 'coumarin', 'balsamic', 'dry vegetal', 'fatty', 'fresh', 'tropical fruit', 'stone fruit', 'woody', 'sweet']"
Cc1cccc(CC(C)(C)CO)c1,"['green vegetal', 'fresh', 'garden flower', 'vegetal']"
C=C(C)C1=CC=C(C)CC1,"['wood', 'vegetal', 'mint', 'chemical', 'phenolic', 'green vegetal', 'fatty', 'fresh', 'resinous', 'medicinal']"
CCOC(=O)C1C(C=C(C)C)C1(C)C,"['chemical', 'alcoholic beverages', 'fermented', 'fermented drink']"
C=CC(=O)CC=CCC,"['fermented', 'floral', 'vegetal', 'mineral', 'metal', 'green vegetal', 'fresh', 'garden flower']"
C=CCC1(O)C(C)(C)CCCCC1(C)C,"['vegetal', 'mint', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'medicinal']"
COc1ccc(C(=O)OCC(=O)O)cc1,['empyreumatic']
CC(=O)C1(C)CC2(O)OC(C)(C(C)=O)OC2(C)O1,"['fatty', 'empyreumatic', 'dairy']"
CC1(C)CCCC2(C)C3CCOC3CCC12,"['wood', 'animal', 'musky', 'vegetal', 'balsamic', 'phenolic', 'green vegetal', 'fresh', 'resinous', 'sweet']"
C=CC(O)CC=CCC,"['fermented', 'musty', 'floral', 'vegetal', 'mineral', 'metal', 'green vegetal', 'fresh', 'garden flower', 'woody']"
COC1CC2CCC1(C)C2(C)C,"['wood', 'vegetal', 'mint', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'resinous', 'sweet', 'medicinal']"
CCOC(=O)CCC1(C)OCC(C)O1,"['sweet', 'fatty', 'empyreumatic', 'cooked', 'cooked sugar']"
CCC1(C)OCC(C)(C)C(C(C)C)O1,"['animal', 'vegetal', 'phenolic', 'green vegetal', 'fresh', 'aromatic plant']"
CC1CCC(C(C)(C)O)CC2=C1CCC2C,"['dry vegetal', 'bush flower', 'floral', 'vegetal']"
CCOC(=O)C1CCC(C(=O)OCC)CC1,"['red berry', 'chemical', 'solvent', 'fresh', 'fruit with pip']"
CC(=O)C(C)(C)c1ccccc1,"['floral', 'garden flower']"
O=COCCOc1ccccc1,"['floral', 'spicy', 'chemical', 'phenolic', 'woody', 'medicinal']"
CCC(=O)Oc1ccccc1OC,"['oleaginous', 'dried fruit', 'balsamic', 'fatty', 'woody', 'sweet']"
CCOC(=O)CCCO,"['sweet', 'empyreumatic', 'cooked', 'cooked sugar']"
CSCSCSC,['empyreumatic']
CC(C)=CCCC(C)=CC=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C,"['woody', 'sweet']"
CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,"['mineral', 'chemical', 'metal', 'solvent', 'fresh']"
CC(C=O)Cc1ccc(C(C)C)cc1,"['green vegetal', 'fermented', 'vegetal']"
CCOC(=O)C=CSC,"['alliaceous', 'vegetable', 'sulphur', 'vegetal']"
CCc1nc(C)c(CC)s1,"['fruity', 'dried fruit', 'vegetal', 'green vegetal', 'fatty', 'fresh', 'oleaginous']"
CC=C(O)C(C)=O,"['empyreumatic', 'cooked', 'dairy', 'sweet', 'cooked sugar']"
Cc1nccnc1C(C)C,['empyreumatic']
CCCC(O)CC(=O)OC,"['fatty', 'tropical fruit']"
CC1=CC2C(C(C)C)CCC(C)C2(O)CC1,"['green vegetal', 'dry vegetal', 'vegetal']"
CCOC(=O)C(O)C(C)C,"['red berry', 'vegetal', 'honeyed', 'dry vegetal', 'tropical fruit', 'sweet']"
C=CC(=O)CCCC,"['metal', 'mineral']"
CCC(C)c1cnc(C)c(C)n1,['empyreumatic']
CCOc1nccnc1CC,"['vegetable', 'vegetal']"
CCC(C)C(O)C(=O)OC,"['sweet', 'empyreumatic', 'cooked', 'cooked sugar']"
CC(=O)OC(C)C(C)=O,"['fruit with pip', 'fatty', 'tropical fruit', 'dairy']"
CC1=CCC(C(C)C)CC1=O,"['vegetal', 'green vegetal', 'fresh', 'aromatic plant']"
CCC(=O)C(C)O,"['fatty', 'fruity', 'dried fruit', 'oleaginous']"
CCC(=O)SC,"['sulphur', 'vegetal']"
Cc1ccc(CS)o1,['empyreumatic']
C=CC1(C)CCCC(C)(C)O1,"['fruity', 'vegetal', 'chemical', 'phenolic', 'green vegetal', 'aromatic plant', 'medicinal']"
CC1=CCC(C(C)(C)OC(=O)C(C)C)CC1,"['fruity', 'lemony', 'vegetal', 'citrus', 'green vegetal', 'fresh']"
CCCCCCCCCOC(=O)CCCCCCCC,"['vegetal', 'citrus', 'green vegetal', 'fatty', 'bush flower']"
CC12C=CC(CC1)C(C)(C)O2,"['fruity', 'vegetal', 'lemony', 'citrus', 'green vegetal', 'fresh', 'aromatic plant']"
C=C(C)C1CCC(=C)C(OC(C)=O)C1,"['vegetal', 'green vegetal', 'fresh', 'aromatic plant']"
CC1CCSC(C)S1,"['vegetable', 'vegetal', 'sulphur']"
CC1=C(S)CCO1,['empyreumatic']
CC(=O)c1ccc2n1CCC2,"['empyreumatic', 'fresh aldehydic', 'vegetal', 'aldehydic', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'fatty', 'dry vegetal', 'smoked']"
CSc1ccoc1C,"['vegetable', 'fermented', 'empyreumatic', 'dairy', 'vegetal', 'green vegetal', 'fresh', 'aromatic plant', 'sulphur']"
CC1=NCSC1,"['alliaceous', 'vegetable', 'sulphur', 'vegetal']"
CC(=O)C1=CSCCN1,"['fatty', 'empyreumatic', 'pyrazic', 'fruity', 'dried fruit', 'oleaginous']"
Cc1occ2c1SCC2,"['phenolic', 'empyreumatic', 'smoked']"
CCCCCC1CCOC(CCCCC)O1,"['green vegetal', 'fresh', 'vegetal']"
CCCCC1OC1C=CC=O,"['metal', 'mineral']"
C=C(C)C1C=CC(C)=CC1,['empyreumatic']
CCC(S)C(C)C=O,"['vegetable', 'empyreumatic', 'vegetal', 'sulphur']"
CC(C)(S)CC=O,"['dairy', 'fermented']"
CCCCCC(S)CC=O,"['green vegetal', 'fresh', 'vegetal']"
CCCC(S)CC=O,"['vegetable', 'vegetal', 'alliaceous', 'green vegetal', 'fresh', 'sulphur']"
CC(=O)c1cncc(C)n1,"['empyreumatic', 'pyrazic', 'malt']"
Cc1ncc(CC(C)C)nc1C,"['fruity', 'dried fruit', 'vegetal', 'green vegetal', 'fatty', 'fresh', 'oleaginous']"
CC1=C(O)C(=O)C(C)(C)C1,"['empyreumatic', 'cooked', 'cooked sugar']"
CC1=C(O)C(=O)C(C)C1C,"['empyreumatic', 'cooked', 'cooked sugar']"
CC1NC(C(C)C)SC(C)S1,"['vegetable', 'sulphur', 'empyreumatic', 'fruity', 'dried fruit', 'vegetal', 'roasted', 'alliaceous', 'fatty', 'malt', 'oleaginous']"
CCC(=O)C1=NCCC1,['empyreumatic']
CCCC(=O)OC(C)C(C)=O,"['fatty', 'fermented', 'dairy']"
CC(=O)c1cc(C(C)C)ccn1,"['fresh aldehydic', 'floral', 'vegetal', 'aldehydic', 'green vegetal', 'fresh', 'fatty', 'garden flower']"
C=C(C)c1ccnc(CC)c1,"['fatty', 'fruity', 'dried fruit', 'oleaginous']"
CCC1SSSC(CC)S1,['empyreumatic']
CCCSS(=O)(=O)CCC,"['vegetable', 'empyreumatic', 'sulphur', 'vegetal']"
CCCCCC(=O)C(C)C(C)=O,"['sweet', 'dry vegetal', 'empyreumatic', 'cooked', 'vegetal', 'cooked sugar']"
CCCC(C)OC(=O)CC(C)C,"['metal', 'fruit with pip', 'mineral', 'sweet']"
CC1(C)CCCC2(O)C(C)(C)C3CCC12C3,"['green vegetal', 'fresh', 'vegetal', 'sweet']"
C=CCCCC=CCOC,"['green vegetal', 'fresh', 'garden flower', 'floral', 'vegetal']"
CCCS(=O)OC,"['alliaceous', 'vegetable', 'sulphur', 'vegetal']"
COc1cc(C=O)ccc1OC(=O)C(C)C,"['empyreumatic', 'cooked', 'dairy', 'cocoa', 'roasted', 'balsamic', 'malt', 'woody', 'milky', 'cooked sugar']"
C=CCCC(=O)OC,"['green vegetal', 'fresh', 'vegetal']"
CC1CCC(=O)OC1C,"['vegetal', 'green vegetal', 'fresh', 'aromatic plant']"
CCCCCCCOCCCCCC,"['green vegetal', 'fresh', 'garden flower', 'floral', 'vegetal']"
C=CC(CCCCC)OC(=O)CC,"['fermented', 'musty', 'woody', 'earthy']"
CCC1NC(CC)SC(CC)S1,"['vegetable', 'empyreumatic', 'vegetal', 'sulphur']"
COC(=O)CC(C)SC,['empyreumatic']
CC1CCOC(C)(C)S1,"['green vegetal', 'fresh', 'vegetal']"
CCOC(=O)CC(C)CCC=C(C)C,"['bush flower', 'floral']"
CC1=C(O)C(=O)CC(C)(C)C1,"['fruity', 'floral', 'vegetal', 'dried fruit', 'dry vegetal', 'fatty', 'oleaginous']"
CCOC(=O)CC(=O)OCc1ccccc1,"['fermented', 'floral', 'fermented drink', 'chemical', 'fruit with pip', 'alcoholic beverages']"
CCCCc1cscn1,"['vegetal', 'green vegetal', 'fresh', 'aromatic plant']"
CCOC(=O)C1(CC)OC1(C)c1ccccc1,['red berry']
CC(C)C(=O)OC(C)c1ccccc1,"['green vegetal', 'fresh', 'vegetal']"
C=C1CCC(C(C)(C)OC(=O)c2ccccc2)CC1,['sweet']
Cc1nc(CC(C)C)oc1C,['empyreumatic']
Cc1cnc(CC(C)C)s1,"['dried fruit', 'vegetal', 'green vegetal', 'fatty', 'fresh', 'oleaginous']"
COc1nccs1,"['sweet', 'empyreumatic', 'cooked', 'cooked sugar']"
O=C(O)C=Cc1ccc(O)cc1,"['woody', 'sweet']"
O=C(C=Cc1ccccc1)c1ccccc1,"['woody', 'sweet']"
Cc1ccc2c(c1)OC(=O)C2C,"['oleaginous', 'fruity', 'dried fruit', 'vegetal', 'coumarin', 'balsamic', 'dry vegetal', 'fresh', 'fatty', 'tropical fruit', 'woody', 'sweet', 'lactone']"
Cc1ccc(C(C)CC=O)o1,"['fresh aldehydic', 'vegetal', 'aldehydic', 'green vegetal', 'fresh', 'cucurbitacea']"
C=CC(C)=CCC1C(C)(O)CCC2C(C)(C)CCCC21C,['sweet']
COc1ccccc1OC(=O)C(C)C,"['fatty', 'dried fruit', 'oleaginous']"
CC=Cc1ccc(O)c(OC)c1,"['chemical', 'medicinal']"
CC1=CCC(CC=O)C1(C)C,"['balsamic', 'green vegetal', 'fresh', 'vegetal', 'sweet']"
S=c1nccc[nH]1,"['alliaceous', 'vegetable', 'sulphur', 'vegetal']"
CC(C)C=CC(=O)CC(C)C,"['floral', 'garden flower']"
CC(C)=CCCC(C)=CC1OCCO1,"['fruity', 'lemony']"
C=C(C)c1ccc(O)c(OC)c1,"['chemical', 'phenolic', 'medicinal']"
CCCC(CCOC(C)=O)SC(C)=O,"['empyreumatic', 'vegetal', 'mineral', 'alliaceous', 'metal', 'green vegetal', 'fresh', 'sulphur', 'stone fruit', 'lactone']"
CC(=O)OC=C(C)c1ccccc1,"['honeyed', 'garden flower']"
CC(CCCC(C)(C)O)CC1OCC(C)O1,"['green vegetal', 'fresh', 'garden flower', 'vegetal']"
COC1(C)CCC(C(C)(C)OC)CC1,"['fermented', 'vegetal', 'green vegetal', 'fresh', 'aromatic plant']"
CCNC(=O)C(CC)(C(C)C)C(C)C,"['vegetal', 'green vegetal', 'fresh', 'aromatic plant']"
CCCC(=O)C(S)CC,"['fruity', 'vegetal', 'berry', 'citrus', 'green vegetal', 'fresh', 'black fruit']"
CC(C)CC1CC(C)(O)CCO1,['garden flower']
C=CCC(O)C=CCCCCC,"['fermented', 'musty', 'vegetal', 'green vegetal', 'fresh', 'woody']"
CC1=NC(C(C)C)SC1,"['empyreumatic', 'dairy', 'roasted', 'malt', 'milky']"
CCCCCCCCC(C)C#N,['stone fruit']
C=C(C)CC(C)OC(=O)C(C)C,['garden flower']
CCCCCC1CCCC1O,"['vegetal', 'dry vegetal']"
C=C(C)C1CCC(C)(C(=O)C2CCCC2=O)C1=C,"['wood', 'resinous', 'vegetal']"
C=CC(C)(CC=C(C)C)C(C)O,"['floral', 'bush flower']"
CC(CO)CC(C)c1ccccc1,"['green vegetal', 'fresh', 'fruity', 'vegetal']"
COC(=O)c1ccccc1N=CC1CC=C(CCC=C(C)C)CC1,"['green vegetal', 'garden flower', 'floral', 'vegetal']"
C=CCOc1ccc(C)cc1C,"['floral', 'garden flower']"
Cc1scnc1CCOC(=O)C(C)C,"['fatty', 'empyreumatic', 'fruity', 'dried fruit', 'oleaginous']"
CC(C)C(=O)OCCCC1CCCCC1,"['metal', 'green vegetal', 'fresh', 'vegetal', 'mineral']"
CCCC(=O)OCCCC1CCCCC1,"['green vegetal', 'fresh', 'vegetal']"
CC1CCOC(c2ccccc2)C1,"['green vegetal', 'bush flower', 'vegetal']"
CC(C)C(=O)[O-].CCOc1cc(C=O)ccc1O,"['cooked', 'dairy', 'roasted', 'cooked sugar', 'empyreumatic', 'cocoa', 'balsamic', 'chemical', 'alcoholic beverages', 'barrel aged alcohol', 'malt', 'woody']"
CC(C)=CCCC(C)CC#N,"['vegetal', 'lemony', 'metal', 'mineral', 'green vegetal']"
COC(=O)c1ccccc1N=CC(C)Cc1ccc(OC)cc1,"['green vegetal', 'fresh', 'bush flower', 'vegetal']"
COC(=O)c1ccccc1NC=C1CCC(C)=CC1C,"['green vegetal', 'vegetal']"
CCC(=O)OC1C=CC2C3CCC(C3)C12,"['green vegetal', 'fatty', 'fresh', 'vegetal']"
CC1(C)CCC=C2CC(C=O)CCC21,"['fruity', 'vegetal', 'green vegetal', 'garden flower', 'peponide']"
CCC1OC=C(CO)C1=O,"['sweet', 'empyreumatic', 'cooked', 'cooked sugar']"
C=C1CCC2C13CCC(C)C(C3)C2(C)C,"['wood', 'resinous', 'vegetal']"
CC#CC#CCc1ccccc1,['fresh']
CC1=CC(O)CC(C)C12CCC(=C(C)C)C2,"['wood', 'vegetal']"
CC(=O)OCC1CCC=C(CCC=C(C)C)C1,"['green vegetal', 'garden flower', 'fruity', 'vegetal']"
CC1CC2CC(C)(C)COC2CC1C,"['citrus', 'fruity']"
CCOc1ccc(C(OCC)OCC)cc1OC,"['balsamic', 'woody', 'sweet']"
CC(=O)CC1CCC2C(C1)C(C)CC2(C)C,"['dry vegetal', 'green vegetal', 'vegetal']"
COCCOc1ccc(C)cc1,"['green vegetal', 'fruity', 'vegetal', 'peponide']"
O=C1CCCCCCCCCCC(=O)OCCC1,"['animal', 'musky']"
SCCN1CCSC1,"['empyreumatic', 'fruity', 'dried fruit', 'fatty', 'pyrazic', 'oleaginous']"
CC1(C)C2CCC1(C)C(OC(=O)Cc1ccccc1)C2,"['woody', 'sweet']"
CCC(=O)OCCCC1CCCCC1,"['green vegetal', 'vegetal']"
CC1(C)CC(=O)C2OC2(C)C1=O,"['vegetal', 'mint', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'medicinal']"
COC(=O)c1ccccc1N=CC(C)Cc1ccc2c(c1)OCO2,"['chemical', 'green vegetal', 'vegetal']"
CC(C)CC(=O)C(=O)[O-].[Na+],"['dairy', 'fatty']"
O=C1COc2ccccc2O1,"['vegetal', 'balsamic', 'dry vegetal', 'fresh', 'green vegetal', 'woody', 'sweet', 'lactone']"
CCCCCCOCC#N,['garden flower']
CC1=CCC2(CC1)COC(C)OC2,"['green vegetal', 'fresh', 'vegetal']"
CCCCCCOC(=O)C=CC(=O)OCCCCCC,"['green vegetal', 'vegetal']"
CCCCCCCCOC(=O)C=Cc1ccccc1,"['chemical', 'phenolic', 'medicinal', 'woody', 'sweet', 'spicy']"
CC=C(C)COC(=O)C(C)=CC,"['fermented', 'musty', 'vegetal', 'earthy', 'green vegetal', 'fresh', 'woody']"
CC(C)=CCCC(C)=CCc1cc2ccc(=O)oc2cc1O,"['floral', 'garden flower']"
CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,"['chemical', 'phenolic', 'solvent', 'fresh', 'medicinal']"
CCCC=C(C)C(=O)O,"['dairy', 'fermented']"
O=C(O)CCCCCC=CCCCCCCCCO,"['balsamic', 'woody', 'sweet']"
CCCCC=CCCCCO,['bush flower']
CC=CCCC=O,"['green vegetal', 'fresh', 'vegetal']"
CCCCCCC=CCCC=O,"['green vegetal', 'fruity', 'vegetal']"
CC1=CC2C(CCC(C)=CCC1)C2(C)C,"['green vegetal', 'fresh', 'vegetal']"
CC(=O)c1nc(C)cs1,['empyreumatic']
C=CC(C)(O)CCC=C(C)CCCC=CC(=C)C,['sweet']
CCC=CCC=CCC=O,"['vegetable', 'fresh aldehydic', 'vegetal', 'aldehydic', 'green vegetal', 'fresh', 'cucurbitacea']"
CCCC=CCCCOC(C)=O,['fruit with pip']
CCC=CCCCCOC(=O)CC(C)C,"['tropical fruit', 'peponide']"
CCC=CCCCCOC(C)=O,"['green vegetal', 'fresh', 'tropical fruit', 'vegetal', 'peponide']"
CCCCCCc1ccc(C=CC(OC)OC)cc1,"['green vegetal', 'vegetal']"
C=CCc1ccc(OC(=O)C=Cc2ccccc2)c(OC)c1,"['spicy', 'chemical', 'phenolic', 'woody', 'medicinal']"
CCCCC=CCCCC(=O)O,"['green vegetal', 'fresh', 'dairy', 'vegetal']"
CC1CCC(C(C)C)C(OCC(O)CO)C1,"['vegetal', 'green vegetal', 'fresh', 'aromatic plant']"
O=C1CCCC=CCCCCCCCCCC1,"['animal', 'musky', 'floral', 'balsamic', 'woody', 'sweet']"
O=C1CCCCCCC=CCCCCCCC1,"['dry vegetal', 'musky', 'vegetal', 'woody', 'sweet']"
CC=C(C)CSC,['empyreumatic']
CCCCCCCCC=CCOC(C)=O,"['floral', 'bush flower']"
CCC=CCCOC,"['vegetal', 'fruit with pip', 'green vegetal']"
CC=C(C)C(C)=O,['animal']
